,Id,OrderId,ProductId,UnitPrice,Quantity,Discount,CustomerId,EmployeeId,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
926,10597/57,10597,57,19.5,20,0.0,PICCO,7,2013-07-11,2013-08-08,2013-07-18,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
927,10597/65,10597,65,21.05,12,0.2,PICCO,7,2013-07-11,2013-08-08,2013-07-18,3,35.12,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
928,10598/27,10598,27,43.9,50,0.0,RATTC,1,2013-07-14,2013-08-11,2013-07-18,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
929,10598/71,10598,71,21.5,9,0.0,RATTC,1,2013-07-14,2013-08-11,2013-07-18,3,44.42,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
930,10599/62,10599,62,49.3,10,0.0,BSBEV,6,2013-07-15,2013-08-26,2013-07-21,3,29.98,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
931,10600/54,10600,54,7.45,4,0.0,HUNGC,4,2013-07-16,2013-08-13,2013-07-21,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
932,10600/73,10600,73,15.0,30,0.0,HUNGC,4,2013-07-16,2013-08-13,2013-07-21,1,45.13,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
933,10601/13,10601,13,6.0,60,0.0,HILAA,7,2013-07-16,2013-08-27,2013-07-22,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
934,10601/59,10601,59,55.0,35,0.0,HILAA,7,2013-07-16,2013-08-27,2013-07-22,1,58.3,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
935,10602/77,10602,77,13.0,5,0.25,VAFFE,8,2013-07-17,2013-08-14,2013-07-22,2,2.92,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
936,10603/22,10603,22,21.0,48,0.0,SAVEA,8,2013-07-18,2013-08-15,2013-08-08,2,48.77,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
937,10603/49,10603,49,20.0,25,0.05,SAVEA,8,2013-07-18,2013-08-15,2013-08-08,2,48.77,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
938,10604/48,10604,48,12.75,6,0.1,FURIB,1,2013-07-18,2013-08-15,2013-07-29,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
939,10604/76,10604,76,18.0,10,0.1,FURIB,1,2013-07-18,2013-08-15,2013-07-29,1,7.46,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
940,10605/16,10605,16,17.45,30,0.05,MEREP,1,2013-07-21,2013-08-18,2013-07-29,2,379.13,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
941,10605/59,10605,59,55.0,20,0.05,MEREP,1,2013-07-21,2013-08-18,2013-07-29,2,379.13,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
942,10605/60,10605,60,34.0,70,0.05,MEREP,1,2013-07-21,2013-08-18,2013-07-29,2,379.13,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
943,10605/71,10605,71,21.5,15,0.05,MEREP,1,2013-07-21,2013-08-18,2013-07-29,2,379.13,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
944,10606/4,10606,4,22.0,20,0.2,TRADH,4,2013-07-22,2013-08-19,2013-07-31,3,79.4,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
945,10606/55,10606,55,24.0,20,0.2,TRADH,4,2013-07-22,2013-08-19,2013-07-31,3,79.4,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
946,10606/62,10606,62,49.3,10,0.2,TRADH,4,2013-07-22,2013-08-19,2013-07-31,3,79.4,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
947,10607/7,10607,7,30.0,45,0.0,SAVEA,5,2013-07-22,2013-08-19,2013-07-25,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
948,10607/17,10607,17,39.0,100,0.0,SAVEA,5,2013-07-22,2013-08-19,2013-07-25,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
949,10607/33,10607,33,2.5,14,0.0,SAVEA,5,2013-07-22,2013-08-19,2013-07-25,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
950,10607/40,10607,40,18.4,42,0.0,SAVEA,5,2013-07-22,2013-08-19,2013-07-25,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
951,10607/72,10607,72,34.8,12,0.0,SAVEA,5,2013-07-22,2013-08-19,2013-07-25,1,200.24,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
952,10608/56,10608,56,38.0,28,0.0,TOMSP,4,2013-07-23,2013-08-20,2013-08-01,2,27.79,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
953,10609/1,10609,1,18.0,3,0.0,DUMO,7,2013-07-24,2013-08-21,2013-07-30,2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
954,10609/10,10609,10,31.0,10,0.0,DUMO,7,2013-07-24,2013-08-21,2013-07-30,2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
955,10609/21,10609,21,10.0,6,0.0,DUMO,7,2013-07-24,2013-08-21,2013-07-30,2,1.85,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
956,10610/36,10610,36,19.0,21,0.25,LAMAI,8,2013-07-25,2013-08-22,2013-08-06,1,26.78,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
957,10611/1,10611,1,18.0,6,0.0,WOLZA,6,2013-07-25,2013-08-22,2013-08-01,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
958,10611/2,10611,2,19.0,10,0.0,WOLZA,6,2013-07-25,2013-08-22,2013-08-01,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
959,10611/60,10611,60,34.0,15,0.0,WOLZA,6,2013-07-25,2013-08-22,2013-08-01,2,80.65,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
960,10612/10,10612,10,31.0,70,0.0,SAVEA,1,2013-07-28,2013-08-25,2013-08-01,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
961,10612/36,10612,36,19.0,55,0.0,SAVEA,1,2013-07-28,2013-08-25,2013-08-01,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
962,10612/49,10612,49,20.0,18,0.0,SAVEA,1,2013-07-28,2013-08-25,2013-08-01,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
963,10612/60,10612,60,34.0,40,0.0,SAVEA,1,2013-07-28,2013-08-25,2013-08-01,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
964,10612/76,10612,76,18.0,80,0.0,SAVEA,1,2013-07-28,2013-08-25,2013-08-01,2,544.08,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
965,10613/13,10613,13,6.0,8,0.1,HILAA,4,2013-07-29,2013-08-26,2013-08-01,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
966,10613/75,10613,75,7.75,40,0.0,HILAA,4,2013-07-29,2013-08-26,2013-08-01,2,8.11,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
967,10614/11,10614,11,21.0,14,0.0,BLAUS,8,2013-07-29,2013-08-26,2013-08-01,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
968,10614/21,10614,21,10.0,8,0.0,BLAUS,8,2013-07-29,2013-08-26,2013-08-01,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
969,10614/39,10614,39,18.0,5,0.0,BLAUS,8,2013-07-29,2013-08-26,2013-08-01,3,1.93,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
970,10615/55,10615,55,24.0,5,0.0,WILMK,2,2013-07-30,2013-08-27,2013-08-06,3,0.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
971,10616/38,10616,38,263.5,15,0.05,GREAL,1,2013-07-31,2013-08-28,2013-08-05,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
972,10616/56,10616,56,38.0,14,0.0,GREAL,1,2013-07-31,2013-08-28,2013-08-05,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
973,10616/70,10616,70,15.0,15,0.05,GREAL,1,2013-07-31,2013-08-28,2013-08-05,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
974,10616/71,10616,71,21.5,15,0.05,GREAL,1,2013-07-31,2013-08-28,2013-08-05,2,116.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
975,10617/59,10617,59,55.0,30,0.15,GREAL,4,2013-07-31,2013-08-28,2013-08-04,2,18.53,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
976,10618/6,10618,6,25.0,70,0.0,MEREP,1,2013-08-01,2013-09-12,2013-08-08,1,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
977,10618/56,10618,56,38.0,20,0.0,MEREP,1,2013-08-01,2013-09-12,2013-08-08,1,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
978,10618/68,10618,68,12.5,15,0.0,MEREP,1,2013-08-01,2013-09-12,2013-08-08,1,154.68,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
979,10619/21,10619,21,10.0,42,0.0,MEREP,3,2013-08-04,2013-09-01,2013-08-07,3,91.05,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
980,10619/22,10619,22,21.0,40,0.0,MEREP,3,2013-08-04,2013-09-01,2013-08-07,3,91.05,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
981,10620/24,10620,24,4.5,5,0.0,LAUGB,2,2013-08-05,2013-09-02,2013-08-14,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
982,10620/52,10620,52,7.0,5,0.0,LAUGB,2,2013-08-05,2013-09-02,2013-08-14,3,0.94,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
983,10621/19,10621,19,9.2,5,0.0,ISLAT,4,2013-08-05,2013-09-02,2013-08-11,2,23.73,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
984,10621/23,10621,23,9.0,10,0.0,ISLAT,4,2013-08-05,2013-09-02,2013-08-11,2,23.73,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
985,10621/70,10621,70,15.0,20,0.0,ISLAT,4,2013-08-05,2013-09-02,2013-08-11,2,23.73,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
986,10621/71,10621,71,21.5,15,0.0,ISLAT,4,2013-08-05,2013-09-02,2013-08-11,2,23.73,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
987,10622/2,10622,2,19.0,20,0.0,RICAR,4,2013-08-06,2013-09-03,2013-08-11,3,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
988,10622/68,10622,68,12.5,18,0.2,RICAR,4,2013-08-06,2013-09-03,2013-08-11,3,50.97,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
989,10623/14,10623,14,23.25,21,0.0,FRANK,8,2013-08-07,2013-09-04,2013-08-12,2,97.18,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
990,10623/19,10623,19,9.2,15,0.1,FRANK,8,2013-08-07,2013-09-04,2013-08-12,2,97.18,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
991,10623/21,10623,21,10.0,25,0.1,FRANK,8,2013-08-07,2013-09-04,2013-08-12,2,97.18,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
992,10623/24,10623,24,4.5,3,0.0,FRANK,8,2013-08-07,2013-09-04,2013-08-12,2,97.18,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
993,10623/35,10623,35,18.0,30,0.1,FRANK,8,2013-08-07,2013-09-04,2013-08-12,2,97.18,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
994,10624/28,10624,28,45.6,10,0.0,THECR,4,2013-08-07,2013-09-04,2013-08-19,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
995,10624/29,10624,29,123.79,6,0.0,THECR,4,2013-08-07,2013-09-04,2013-08-19,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
996,10624/44,10624,44,19.45,10,0.0,THECR,4,2013-08-07,2013-09-04,2013-08-19,2,94.8,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
997,10625/14,10625,14,23.25,3,0.0,ANATR,3,2013-08-08,2013-09-05,2013-08-14,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
998,10625/42,10625,42,14.0,5,0.0,ANATR,3,2013-08-08,2013-09-05,2013-08-14,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
999,10625/60,10625,60,34.0,10,0.0,ANATR,3,2013-08-08,2013-09-05,2013-08-14,1,43.9,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico
1000,10626/53,10626,53,32.8,12,0.0,BERGS,1,2013-08-11,2013-09-08,2013-08-20,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
1001,10626/60,10626,60,34.0,20,0.0,BERGS,1,2013-08-11,2013-09-08,2013-08-20,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
1002,10626/71,10626,71,21.5,20,0.0,BERGS,1,2013-08-11,2013-09-08,2013-08-20,2,138.69,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
1003,10627/62,10627,62,49.3,15,0.0,SAVEA,8,2013-08-11,2013-09-22,2013-08-21,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
1004,10627/73,10627,73,15.0,35,0.15,SAVEA,8,2013-08-11,2013-09-22,2013-08-21,3,107.46,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
1005,10628/1,10628,1,18.0,25,0.0,BLONP,4,2013-08-12,2013-09-09,2013-08-20,3,30.36,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
1006,10629/29,10629,29,123.79,20,0.0,GODOS,4,2013-08-12,2013-09-09,2013-08-20,3,85.46,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
1007,10629/64,10629,64,33.25,9,0.0,GODOS,4,2013-08-12,2013-09-09,2013-08-20,3,85.46,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
1008,10630/55,10630,55,24.0,12,0.05,KOENE,1,2013-08-13,2013-09-10,2013-08-19,2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
1009,10630/76,10630,76,18.0,35,0.0,KOENE,1,2013-08-13,2013-09-10,2013-08-19,2,32.35,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany
1010,10631/75,10631,75,7.75,8,0.1,LAMAI,8,2013-08-14,2013-09-11,2013-08-15,1,0.87,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
1011,10632/2,10632,2,19.0,30,0.05,WANDK,8,2013-08-14,2013-09-11,2013-08-19,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
1012,10632/33,10632,33,2.5,20,0.05,WANDK,8,2013-08-14,2013-09-11,2013-08-19,1,41.38,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
1013,10633/12,10633,12,38.0,36,0.15,ERNSH,7,2013-08-15,2013-09-12,2013-08-18,3,477.9,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
1014,10633/13,10633,13,6.0,13,0.15,ERNSH,7,2013-08-15,2013-09-12,2013-08-18,3,477.9,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
1015,10633/26,10633,26,31.23,35,0.15,ERNSH,7,2013-08-15,2013-09-12,2013-08-18,3,477.9,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
1016,10633/62,10633,62,49.3,80,0.15,ERNSH,7,2013-08-15,2013-09-12,2013-08-18,3,477.9,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
1017,10634/7,10634,7,30.0,35,0.0,FOLIG,4,2013-08-15,2013-09-12,2013-08-21,3,487.38,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
1018,10634/18,10634,18,62.5,50,0.0,FOLIG,4,2013-08-15,2013-09-12,2013-08-21,3,487.38,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
1019,10634/51,10634,51,53.0,15,0.0,FOLIG,4,2013-08-15,2013-09-12,2013-08-21,3,487.38,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
1020,10634/75,10634,75,7.75,2,0.0,FOLIG,4,2013-08-15,2013-09-12,2013-08-21,3,487.38,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
1021,10635/4,10635,4,22.0,10,0.1,MAGAA,8,2013-08-18,2013-09-15,2013-08-21,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
1022,10635/5,10635,5,21.35,15,0.1,MAGAA,8,2013-08-18,2013-09-15,2013-08-21,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
1023,10635/22,10635,22,21.0,40,0.0,MAGAA,8,2013-08-18,2013-09-15,2013-08-21,3,47.46,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
1024,10636/4,10636,4,22.0,25,0.0,WARTH,4,2013-08-19,2013-09-16,2013-08-26,1,1.15,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
1025,10636/58,10636,58,13.25,6,0.0,WARTH,4,2013-08-19,2013-09-16,2013-08-26,1,1.15,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
1026,10637/11,10637,11,21.0,10,0.0,QUEE,6,2013-08-19,2013-09-16,2013-08-26,1,201.29,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
1027,10637/50,10637,50,16.25,25,0.05,QUEE,6,2013-08-19,2013-09-16,2013-08-26,1,201.29,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
1028,10637/56,10637,56,38.0,60,0.05,QUEE,6,2013-08-19,2013-09-16,2013-08-26,1,201.29,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil
1029,10638/45,10638,45,9.5,20,0.0,LINOD,3,2013-08-20,2013-09-17,2013-09-01,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
1030,10638/65,10638,65,21.05,21,0.0,LINOD,3,2013-08-20,2013-09-17,2013-09-01,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
1031,10638/72,10638,72,34.8,60,0.0,LINOD,3,2013-08-20,2013-09-17,2013-09-01,1,158.44,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
1032,10639/18,10639,18,62.5,8,0.0,SANTG,7,2013-08-20,2013-09-17,2013-08-27,3,38.64,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
1033,10640/69,10640,69,36.0,20,0.25,WANDK,4,2013-08-21,2013-09-18,2013-08-28,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
1034,10640/70,10640,70,15.0,15,0.25,WANDK,4,2013-08-21,2013-09-18,2013-08-28,1,23.55,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
1035,10641/2,10641,2,19.0,50,0.0,HILAA,4,2013-08-22,2013-09-19,2013-08-26,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
1036,10641/40,10641,40,18.4,60,0.0,HILAA,4,2013-08-22,2013-09-19,2013-08-26,2,179.61,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
1037,10642/21,10642,21,10.0,30,0.2,SIMOB,7,2013-08-22,2013-09-19,2013-09-05,3,41.89,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
1038,10642/61,10642,61,28.5,20,0.2,SIMOB,7,2013-08-22,2013-09-19,2013-09-05,3,41.89,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
1039,10643/28,10643,28,45.6,15,0.25,ALFKI,6,2013-08-25,2013-09-22,2013-09-02,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
1040,10643/39,10643,39,18.0,21,0.25,ALFKI,6,2013-08-25,2013-09-22,2013-09-02,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
1041,10643/46,10643,46,12.0,2,0.25,ALFKI,6,2013-08-25,2013-09-22,2013-09-02,1,29.46,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
1042,10644/18,10644,18,62.5,4,0.1,WELLI,3,2013-08-25,2013-09-22,2013-09-01,2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
1043,10644/43,10644,43,46.0,20,0.0,WELLI,3,2013-08-25,2013-09-22,2013-09-01,2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
1044,10644/46,10644,46,12.0,21,0.1,WELLI,3,2013-08-25,2013-09-22,2013-09-01,2,0.14,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
1045,10645/18,10645,18,62.5,20,0.0,HANAR,4,2013-08-26,2013-09-23,2013-09-02,1,12.41,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
1046,10645/36,10645,36,19.0,15,0.0,HANAR,4,2013-08-26,2013-09-23,2013-09-02,1,12.41,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
1047,10646/1,10646,1,18.0,15,0.25,HUNGO,9,2013-08-27,2013-10-08,2013-09-03,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
1048,10646/10,10646,10,31.0,18,0.25,HUNGO,9,2013-08-27,2013-10-08,2013-09-03,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
1049,10646/71,10646,71,21.5,30,0.25,HUNGO,9,2013-08-27,2013-10-08,2013-09-03,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
1050,10646/77,10646,77,13.0,35,0.25,HUNGO,9,2013-08-27,2013-10-08,2013-09-03,3,142.33,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
1051,10647/19,10647,19,9.2,30,0.0,QUEDE,4,2013-08-27,2013-09-10,2013-09-03,2,45.54,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
1052,10647/39,10647,39,18.0,20,0.0,QUEDE,4,2013-08-27,2013-09-10,2013-09-03,2,45.54,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
1053,10648/22,10648,22,21.0,15,0.0,RICAR,5,2013-08-28,2013-10-09,2013-09-09,2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
1054,10648/24,10648,24,4.5,15,0.15,RICAR,5,2013-08-28,2013-10-09,2013-09-09,2,14.25,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
1055,10649/28,10649,28,45.6,20,0.0,MAISD,5,2013-08-28,2013-09-25,2013-08-29,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
1056,10649/72,10649,72,34.8,15,0.0,MAISD,5,2013-08-28,2013-09-25,2013-08-29,3,6.2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
1057,10650/30,10650,30,25.89,30,0.0,FAMIA,5,2013-08-29,2013-09-26,2013-09-03,3,176.81,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
1058,10650/53,10650,53,32.8,25,0.05,FAMIA,5,2013-08-29,2013-09-26,2013-09-03,3,176.81,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
1059,10650/54,10650,54,7.45,30,0.0,FAMIA,5,2013-08-29,2013-09-26,2013-09-03,3,176.81,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
1060,10651/19,10651,19,9.2,12,0.25,WANDK,8,2013-09-01,2013-09-29,2013-09-11,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
1061,10651/22,10651,22,21.0,20,0.25,WANDK,8,2013-09-01,2013-09-29,2013-09-11,2,20.6,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
1062,10652/30,10652,30,25.89,2,0.25,GOURL,4,2013-09-01,2013-09-29,2013-09-08,2,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
1063,10652/42,10652,42,14.0,20,0.0,GOURL,4,2013-09-01,2013-09-29,2013-09-08,2,7.14,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
1064,10653/16,10653,16,17.45,30,0.1,FRANK,1,2013-09-02,2013-09-30,2013-09-19,1,93.25,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
1065,10653/60,10653,60,34.0,20,0.1,FRANK,1,2013-09-02,2013-09-30,2013-09-19,1,93.25,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
1066,10654/4,10654,4,22.0,12,0.1,BERGS,5,2013-09-02,2013-09-30,2013-09-11,1,55.26,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
