,Id,OrderId,ProductId,UnitPrice,Quantity,Discount,CustomerId,EmployeeId,OrderDate,ShipVia,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry,price,OnSale,discounted_order,order_total,week_day,month,month_name
718,10520/24,10520,24,4.5,8,0.0,SANTG,7,2013-04-29,1,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,36.0,0,0,200.0,0,4,apr
720,10521/35,10521,35,18.0,3,0.0,CACTU,8,2013-04-29,2,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina,54.0,0,0,225.5,0,4,apr
723,10522/1,10522,1,18.0,40,0.2,LEHMS,4,2013-04-30,1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,576.0,1,1,2318.24,1,4,apr
727,10523/17,10523,17,39.0,25,0.1,SEVES,7,2013-05-01,2,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,877.5,1,1,2444.31,2,5,may
731,10524/10,10524,10,31.0,2,0.0,BERGS,1,2013-05-01,2,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,62.0,0,0,3192.65,2,5,may
735,10525/36,10525,36,19.0,30,0.0,BONAP,1,2013-05-02,2,Bon app',"12, rue des Bouchers",Marseille,Western Europe,13008,France,570.0,0,1,818.4,3,5,may
737,10526/1,10526,1,18.0,8,0.15,WARTH,4,2013-05-05,2,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,122.39999999999999,1,1,1151.3999999999999,6,5,may
740,10527/4,10527,4,22.0,50,0.1,QUICK,7,2013-05-05,1,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,990.0,1,1,1503.0,6,5,may
742,10528/11,10528,11,21.0,3,0.0,GREAL,6,2013-05-06,2,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,63.0,0,1,392.2,0,5,may
745,10529/55,10529,55,24.0,14,0.0,MAISD,5,2013-05-07,2,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,336.0,0,0,946.0,1,5,may
748,10530/17,10530,17,39.0,40,0.0,PICCO,3,2013-05-08,2,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,1560.0,0,0,4180.0,2,5,may
752,10531/59,10531,59,55.0,2,0.0,OCEA,7,2013-05-08,1,Océano Atlántico Ltda.,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,South America,1010,Argentina,110.0,0,0,110.0,2,5,may
753,10532/30,10532,30,25.89,15,0.0,EASTC,7,2013-05-09,3,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK,388.35,0,0,796.35,3,5,may
755,10533/4,10533,4,22.0,50,0.05,FOLKO,8,2013-05-12,1,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,1045.0,1,1,2222.2,6,5,may
758,10534/30,10534,30,25.89,10,0.0,LEHMS,8,2013-05-12,2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,258.9,0,1,465.7,6,5,may
761,10535/11,10535,11,21.0,50,0.1,ANTO,4,2013-05-13,1,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,945.0000000000001,1,1,1940.8500000000001,0,5,may
765,10536/12,10536,12,38.0,15,0.25,LEHMS,3,2013-05-14,2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,427.5,1,1,1645.0,1,5,may
769,10537/31,10537,31,12.5,30,0.0,RICSU,1,2013-05-14,1,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland,375.0,0,0,1823.8,1,5,may
774,10538/70,10538,70,15.0,7,0.0,BSBEV,9,2013-05-15,3,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,105.0,0,0,139.8,2,5,may
776,10539/13,10539,13,6.0,8,0.0,BSBEV,6,2013-05-16,3,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,48.0,0,0,355.5,3,5,may
780,10540/3,10540,3,10.0,60,0.0,QUICK,3,2013-05-19,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,600.0,0,0,10191.7,6,5,may
784,10541/24,10541,24,4.5,35,0.1,HANAR,2,2013-05-19,1,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,141.75,1,1,1946.52,6,5,may
788,10542/11,10542,11,21.0,15,0.05,KOENE,1,2013-05-20,3,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,299.25,1,1,469.11,0,5,may
790,10543/12,10543,12,38.0,30,0.15,LILAS,8,2013-05-21,2,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela,968.9999999999999,1,1,1504.5,1,5,may
792,10544/28,10544,28,45.6,7,0.0,LONEP,4,2013-05-21,1,Lonesome Pine Restaurant,89 Chiaroscuro Rd.,Portland,North America,97219,USA,319.2,0,0,417.2,1,5,may
794,10545/11,10545,11,21.0,10,0.0,LAZYK,8,2013-05-22,2,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA,210.0,0,0,210.0,2,5,may
795,10546/7,10546,7,30.0,10,0.0,VICTE,1,2013-05-23,3,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France,300.0,0,0,2812.0,3,5,may
798,10547/32,10547,32,32.0,24,0.15,SEVES,3,2013-05-23,2,Seven Seas Imports,90 Wadhurst Rd.,London,British Isles,OX15 4NB,UK,652.8,1,1,1792.8,3,5,may
800,10548/34,10548,34,14.0,10,0.25,TOMSP,3,2013-05-26,2,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,105.0,1,1,240.1,6,5,may
802,10549/31,10549,31,12.5,55,0.15,QUICK,5,2013-05-27,1,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,584.375,1,1,3554.2749999999996,0,5,may
805,10550/17,10550,17,39.0,8,0.1,GODOS,7,2013-05-28,3,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,280.8,1,1,683.3,1,5,may
809,10551/16,10551,16,17.45,40,0.15,FURIB,4,2013-05-28,3,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,593.3,1,1,1677.3,1,5,may
812,10552/69,10552,69,36.0,18,0.0,HILAA,2,2013-05-29,1,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,648.0,0,0,880.5,2,5,may
814,10553/11,10553,11,21.0,15,0.0,WARTH,2,2013-05-30,2,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,315.0,0,0,1546.3,3,5,may
819,10554/16,10554,16,17.45,30,0.05,OTTIK,4,2013-05-30,3,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,497.32499999999993,1,1,1728.5249999999996,3,5,may
823,10555/14,10555,14,23.25,30,0.2,SAVEA,6,2013-06-02,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,558.0,1,1,2944.4,6,6,jun
828,10556/72,10556,72,34.8,24,0.0,SIMOB,2,2013-06-03,1,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,835.1999999999999,0,0,835.1999999999999,0,6,jun
829,10557/64,10557,64,33.25,30,0.0,LEHMS,9,2013-06-03,2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,997.5,0,0,1152.5,0,6,jun
831,10558/47,10558,47,9.5,25,0.0,AROUT,1,2013-06-04,2,Around the Horn,Brook Farm Stratford St. Mary,Colchester,British Isles,CO7 6JX,UK,237.5,0,0,2142.9,1,6,jun
836,10559/41,10559,41,9.65,12,0.05,BLONP,6,2013-06-05,1,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,110.01,1,1,520.41,2,6,jun
838,10560/30,10560,30,25.89,20,0.0,FRANK,8,2013-06-06,1,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,517.8,0,1,1072.4249999999997,3,6,jun
840,10561/44,10561,44,19.45,10,0.0,FOLKO,2,2013-06-06,2,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden,194.5,0,0,2844.5,3,6,jun
842,10562/33,10562,33,2.5,20,0.1,REGGC,1,2013-06-09,1,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,45.0,1,1,488.7,6,6,jun
844,10563/36,10563,36,19.0,25,0.0,RICAR,2,2013-06-10,2,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,475.0,0,0,965.0,0,6,jun
846,10564/17,10564,17,39.0,16,0.05,RATTC,4,2013-06-10,3,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,592.8,1,1,1234.0499999999997,0,6,jun
849,10565/24,10565,24,4.5,25,0.1,MEREP,8,2013-06-11,2,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,101.25,1,1,639.9,1,6,jun
851,10566/11,10566,11,21.0,35,0.15,BLONP,9,2013-06-12,1,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,624.7499999999999,1,1,1761.0,2,6,jun
854,10567/31,10567,31,12.5,60,0.2,HUNGO,1,2013-06-12,1,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,600.0,1,1,2519.0,2,6,jun
857,10568/10,10568,10,31.0,5,0.0,GALED,3,2013-06-13,3,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain,155.0,0,0,155.0,3,6,jun
858,10569/31,10569,31,12.5,35,0.2,RATTC,5,2013-06-16,1,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,350.0,1,1,890.0,6,6,jun
860,10570/11,10570,11,21.0,15,0.05,MEREP,3,2013-06-17,3,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,299.25,1,1,2465.25,0,6,jun
862,10571/14,10571,14,23.25,11,0.15,ERNSH,8,2013-06-17,3,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,217.3875,1,1,550.5875,0,6,jun
864,10572/16,10572,16,17.45,12,0.1,BERGS,3,2013-06-18,2,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,188.46,1,1,1501.085,1,6,jun
868,10573/17,10573,17,39.0,18,0.0,ANTO,7,2013-06-19,3,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,05023,Mexico,702.0,0,0,2082.0,2,6,jun
871,10574/33,10574,33,2.5,14,0.0,TRAIH,4,2013-06-19,2,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,35.0,0,0,764.3,2,6,jun
875,10575/59,10575,59,55.0,12,0.0,MORGK,5,2013-06-20,1,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,04179,Germany,660.0,0,0,2147.4,3,6,jun
879,10576/1,10576,1,18.0,10,0.0,TORTU,3,2013-06-23,3,Tortuga Restaurante,Avda. Azteca 123,México D.F.,Central America,05033,Mexico,180.0,0,0,838.45,6,6,jun
882,10577/39,10577,39,18.0,10,0.0,TRAIH,9,2013-06-23,2,Trail's Head Gourmet Provisioners,722 DaVinci Blvd.,Kirkland,North America,98034,USA,180.0,0,0,569.0,6,6,jun
885,10578/35,10578,35,18.0,20,0.0,BSBEV,4,2013-06-24,3,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,360.0,0,0,477.0,0,6,jun
887,10579/15,10579,15,15.5,10,0.0,LETSS,1,2013-06-25,2,Let's Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA,155.0,0,0,317.75,1,6,jun
889,10580/14,10580,14,23.25,15,0.05,OTTIK,4,2013-06-26,3,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany,331.3125,1,1,1013.7449999999999,2,6,jun
892,10581/75,10581,75,7.75,50,0.2,FAMIA,3,2013-06-26,1,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,310.0,1,1,310.0,2,6,jun
893,10582/57,10582,57,19.5,4,0.0,BLAUS,3,2013-06-27,2,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,78.0,0,0,330.0,3,6,jun
895,10583/29,10583,29,123.79,10,0.0,WARTH,2,2013-06-30,2,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,1237.9,0,1,2237.5,6,6,jun
898,10584/31,10584,31,12.5,50,0.05,BLONP,4,2013-06-30,1,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,593.75,1,1,593.75,6,6,jun
899,10585/47,10585,47,9.5,15,0.0,WELLI,7,2013-07-01,1,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,142.5,0,0,142.5,0,7,jul
900,10586/52,10586,52,7.0,4,0.15,REGGC,9,2013-07-02,1,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,23.8,1,1,23.8,1,7,jul
901,10587/26,10587,26,31.23,6,0.0,QUEDE,1,2013-07-02,1,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,187.38,0,0,807.38,1,7,jul
904,10588/18,10588,18,62.5,40,0.2,QUICK,2,2013-07-03,3,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,01307,Germany,2000.0,1,1,3120.0,2,7,jul
906,10589/35,10589,35,18.0,4,0.0,GREAL,8,2013-07-04,2,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,72.0,0,0,72.0,3,7,jul
907,10590/1,10590,1,18.0,20,0.0,MEREP,4,2013-07-07,3,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,360.0,0,1,1101.0,6,7,jul
909,10591/3,10591,3,10.0,14,0.0,VAFFE,1,2013-07-07,1,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,140.0,0,0,812.5,6,7,jul
912,10592/15,10592,15,15.5,25,0.05,LEHMS,3,2013-07-08,1,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,368.125,1,1,516.4675,0,7,jul
914,10593/20,10593,20,81.0,21,0.2,LEHMS,7,2013-07-09,2,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany,1360.8,1,1,1994.3999999999999,1,7,jul
917,10594/52,10594,52,7.0,24,0.0,OLDWO,3,2013-07-09,2,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA,168.0,0,0,565.5,1,7,jul
919,10595/35,10595,35,18.0,30,0.25,ERNSH,2,2013-07-10,1,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,405.0,1,1,4725.0,2,7,jul
922,10596/56,10596,56,38.0,5,0.2,WHITC,8,2013-07-11,1,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA,152.0,1,1,1180.8799999999999,3,7,jul
925,10597/24,10597,24,4.5,35,0.2,PICCO,7,2013-07-11,3,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria,126.0,1,1,718.0799999999999,3,7,jul
928,10598/27,10598,27,43.9,50,0.0,RATTC,1,2013-07-14,3,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA,2195.0,0,0,2388.5,6,7,jul
930,10599/62,10599,62,49.3,10,0.0,BSBEV,6,2013-07-15,3,B's Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK,493.0,0,0,493.0,0,7,jul
931,10600/54,10600,54,7.45,4,0.0,HUNGC,4,2013-07-16,1,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA,29.8,0,0,479.8,1,7,jul
933,10601/13,10601,13,6.0,60,0.0,HILAA,7,2013-07-16,1,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,360.0,0,0,2285.0,1,7,jul
935,10602/77,10602,77,13.0,5,0.25,VAFFE,8,2013-07-17,2,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark,48.75,1,1,48.75,2,7,jul
936,10603/22,10603,22,21.0,48,0.0,SAVEA,8,2013-07-18,2,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,1008.0,0,1,1483.0,3,7,jul
938,10604/48,10604,48,12.75,6,0.1,FURIB,1,2013-07-18,1,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal,68.85,1,1,230.85,3,7,jul
940,10605/16,10605,16,17.45,30,0.05,MEREP,1,2013-07-21,2,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,497.32499999999993,1,1,4109.7,6,7,jul
944,10606/4,10606,4,22.0,20,0.2,TRADH,4,2013-07-22,3,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil,352.0,1,1,1130.4,0,7,jul
947,10607/7,10607,7,30.0,45,0.0,SAVEA,5,2013-07-22,1,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,1350.0,0,0,6475.400000000001,0,7,jul
952,10608/56,10608,56,38.0,28,0.0,TOMSP,4,2013-07-23,2,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany,1064.0,0,0,1064.0,1,7,jul
953,10609/1,10609,1,18.0,3,0.0,DUMO,7,2013-07-24,2,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France,54.0,0,0,424.0,2,7,jul
956,10610/36,10610,36,19.0,21,0.25,LAMAI,8,2013-07-25,1,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,299.25,1,1,299.25,3,7,jul
957,10611/1,10611,1,18.0,6,0.0,WOLZA,6,2013-07-25,2,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland,108.0,0,0,808.0,3,7,jul
960,10612/10,10612,10,31.0,70,0.0,SAVEA,1,2013-07-28,2,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,2170.0,0,0,6375.0,6,7,jul
965,10613/13,10613,13,6.0,8,0.1,HILAA,4,2013-07-29,2,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,43.2,1,1,353.2,0,7,jul
967,10614/11,10614,11,21.0,14,0.0,BLAUS,8,2013-07-29,3,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany,294.0,0,0,464.0,0,7,jul
970,10615/55,10615,55,24.0,5,0.0,WILMK,2,2013-07-30,3,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland,120.0,0,0,120.0,1,7,jul
971,10616/38,10616,38,263.5,15,0.05,GREAL,1,2013-07-31,2,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,3754.875,1,1,4807.0,2,7,jul
975,10617/59,10617,59,55.0,30,0.15,GREAL,4,2013-07-31,2,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,1402.5,1,1,1402.5,2,7,jul
976,10618/6,10618,6,25.0,70,0.0,MEREP,1,2013-08-01,1,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,1750.0,0,0,2697.5,3,8,aug
979,10619/21,10619,21,10.0,42,0.0,MEREP,3,2013-08-04,3,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada,420.0,0,0,1260.0,6,8,aug
981,10620/24,10620,24,4.5,5,0.0,LAUGB,2,2013-08-05,3,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada,22.5,0,0,57.5,0,8,aug
983,10621/19,10621,19,9.2,5,0.0,ISLAT,4,2013-08-05,2,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK,46.0,0,0,758.5,0,8,aug
987,10622/2,10622,2,19.0,20,0.0,RICAR,4,2013-08-06,3,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,380.0,0,1,560.0,1,8,aug
989,10623/14,10623,14,23.25,21,0.0,FRANK,8,2013-08-07,2,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,488.25,0,1,1336.95,2,8,aug
994,10624/28,10624,28,45.6,10,0.0,THECR,4,2013-08-07,2,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA,456.0,0,0,1393.24,2,8,aug
997,10625/14,10625,14,23.25,3,0.0,ANATR,3,2013-08-08,1,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,05021,Mexico,69.75,0,0,479.75,3,8,aug
1000,10626/53,10626,53,32.8,12,0.0,BERGS,1,2013-08-11,2,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,393.59999999999997,0,0,1503.6,6,8,aug
1003,10627/62,10627,62,49.3,15,0.0,SAVEA,8,2013-08-11,3,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,739.5,0,1,1185.75,6,8,aug
1005,10628/1,10628,1,18.0,25,0.0,BLONP,4,2013-08-12,3,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France,450.0,0,0,450.0,0,8,aug
1006,10629/29,10629,29,123.79,20,0.0,GODOS,4,2013-08-12,3,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain,2475.8,0,0,2775.05,0,8,aug
1008,10630/55,10630,55,24.0,12,0.05,KOENE,1,2013-08-13,2,Königlich Essen,Maubelstr. 90,Brandenburg,Western Europe,14776,Germany,273.59999999999997,1,1,903.5999999999999,1,8,aug
1010,10631/75,10631,75,7.75,8,0.1,LAMAI,8,2013-08-14,1,La maison d'Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France,55.800000000000004,1,1,55.800000000000004,2,8,aug
1011,10632/2,10632,2,19.0,30,0.05,WANDK,8,2013-08-14,1,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,541.5,1,1,589.0,2,8,aug
1013,10633/12,10633,12,38.0,36,0.15,ERNSH,7,2013-08-15,3,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria,1162.8,1,1,5510.5925,3,8,aug
1017,10634/7,10634,7,30.0,35,0.0,FOLIG,4,2013-08-15,3,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France,1050.0,0,0,4985.5,3,8,aug
1021,10635/4,10635,4,22.0,10,0.1,MAGAA,8,2013-08-18,3,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy,198.0,1,1,1326.225,6,8,aug
1024,10636/4,10636,4,22.0,25,0.0,WARTH,4,2013-08-19,1,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland,550.0,0,0,629.5,0,8,aug
1026,10637/11,10637,11,21.0,10,0.0,QUEE,6,2013-08-19,1,Queen Cozinha,"Alameda dos Canàrios, 891",Sao Paulo,South America,05487-020,Brazil,210.0,0,1,2761.9375,0,8,aug
1029,10638/45,10638,45,9.5,20,0.0,LINOD,3,2013-08-20,1,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela,190.0,0,0,2720.05,1,8,aug
1032,10639/18,10639,18,62.5,8,0.0,SANTG,7,2013-08-20,3,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway,500.0,0,0,500.0,1,8,aug
1033,10640/69,10640,69,36.0,20,0.25,WANDK,4,2013-08-21,1,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,540.0,1,1,708.75,2,8,aug
1035,10641/2,10641,2,19.0,50,0.0,HILAA,4,2013-08-22,2,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela,950.0,0,0,2054.0,3,8,aug
1037,10642/21,10642,21,10.0,30,0.2,SIMOB,7,2013-08-22,3,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark,240.0,1,1,696.0,3,8,aug
1039,10643/28,10643,28,45.6,15,0.25,ALFKI,6,2013-08-25,1,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany,513.0,1,1,814.5,6,8,aug
1042,10644/18,10644,18,62.5,4,0.1,WELLI,3,2013-08-25,2,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil,225.0,1,1,1371.8,6,8,aug
1045,10645/18,10645,18,62.5,20,0.0,HANAR,4,2013-08-26,1,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil,1250.0,0,0,1535.0,0,8,aug
1047,10646/1,10646,1,18.0,15,0.25,HUNGO,9,2013-08-27,3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland,202.5,1,1,1446.0,1,8,aug
1051,10647/19,10647,19,9.2,30,0.0,QUEDE,4,2013-08-27,2,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil,276.0,0,0,636.0,1,8,aug
1053,10648/22,10648,22,21.0,15,0.0,RICAR,5,2013-08-28,2,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil,315.0,0,1,372.375,2,8,aug
1055,10649/28,10649,28,45.6,20,0.0,MAISD,5,2013-08-28,3,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium,912.0,0,0,1434.0,2,8,aug
1057,10650/30,10650,30,25.89,30,0.0,FAMIA,5,2013-08-29,3,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil,776.7,0,1,1779.1999999999998,3,8,aug
1060,10651/19,10651,19,9.2,12,0.25,WANDK,8,2013-09-01,2,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany,82.8,1,1,397.8,6,9,sep
1062,10652/30,10652,30,25.89,2,0.25,GOURL,4,2013-09-01,2,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil,38.835,1,1,318.835,6,9,sep
1064,10653/16,10653,16,17.45,30,0.1,FRANK,1,2013-09-02,1,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany,471.15,1,1,1083.15,0,9,sep
1066,10654/4,10654,4,22.0,12,0.1,BERGS,5,2013-09-02,1,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden,237.60000000000002,1,1,601.83,0,9,sep
1069,10655/41,10655,41,9.65,20,0.2,REGGC,1,2013-09-03,2,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy,154.4,1,1,154.4,1,9,sep
1070,10656/14,10656,14,23.25,3,0.1,GREAL,6,2013-09-04,1,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA,62.775000000000006,1,1,604.2149999999999,2,9,sep
1073,10657/15,10657,15,15.5,50,0.0,SAVEA,2,2013-09-04,2,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA,775.0,0,0,4371.6,2,9,sep
