Product Cost,Discount (hypothesis 1 to plot (2).csv),Discount,Id (hypothesis 1 to plot (2).csv),Id,Number of Records,On Sale,OrderDate,OrderId (hypothesis 1 to plot (2).csv),Order Id,ProductId (hypothesis 1 to plot (2).csv),Product Id,Quantity (hypothesis 1 to plot (2).csv),Quantity,ShipAddress,ShipCity,ShipCountry,ShipName,ShipPostalCode,ShipRegion,ShippedDate,UnitPrice (hypothesis 1 to plot (2).csv),Unit Price,Discounted Order,Order Total,Price
513,0.25,0.25,10714/56,10714/56,1,1,10/22/2013,10714,10714,56,56,18,18,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,10/27/2013,38,38,1,2205.75,513
119.25,0.25,0.25,10714/58,10714/58,1,1,10/22/2013,10714,10714,58,58,12,12,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,10/27/2013,13.25,13.25,1,2205.75,119.25
651,0,0,10715/10,10715/10,1,0,10/23/2013,10715,10715,10,10,21,21,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,10/29/2013,31,31,0,1296,651
645,0,0,10715/71,10715/71,1,0,10/23/2013,10715,10715,71,71,30,30,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,10/29/2013,21.5,21.5,0,1296,645
50,0,0,10716/21,10716/21,1,0,10/24/2013,10716,10716,21,21,5,5,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,South America,10/27/2013,10,10,0,706,50
371,0,0,10716/51,10716/51,1,0,10/24/2013,10716,10716,51,51,7,7,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,South America,10/27/2013,53,53,0,706,371
285,0,0,10716/61,10716/61,1,0,10/24/2013,10716,10716,61,61,10,10,Av. del Libertador 900,Buenos Aires,Argentina,Rancho grande,1010,South America,10/27/2013,28.5,28.5,0,706,285
304,0.05,0.05,10717/21,10717/21,1,1,10/24/2013,10717,10717,21,21,32,32,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,10/29/2013,10,10,1,1270.75,304
111.75,0,0,10717/54,10717/54,1,0,10/24/2013,10717,10717,54,54,15,15,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,10/29/2013,7.45,7.45,1,1270.75,111.75
855,0.05,0.05,10717/69,10717/69,1,1,10/24/2013,10717,10717,69,69,25,25,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,10/29/2013,36,36,1,1270.75,855
1368,0,0,10718/12,10718/12,1,0,10/27/2013,10718,10718,12,12,36,36,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,10/29/2013,38,38,0,3463,1368
349,0,0,10718/16,10718/16,1,0,10/27/2013,10718,10718,16,16,20,20,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,10/29/2013,17.45,17.45,0,3463,349
760,0,0,10718/36,10718/36,1,0,10/27/2013,10718,10718,36,36,40,40,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,10/29/2013,19,19,0,3463,760
986,0,0,10718/62,10718/62,1,0,10/27/2013,10718,10718,62,62,20,20,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,Western Europe,10/29/2013,49.3,49.3,0,3463,986
562.5,0.25,0.25,10719/18,10719/18,1,1,10/27/2013,10719,10719,18,18,12,12,87 Polk St. Suite 5,San Francisco,USA,Let's Stop N Shop,94117,North America,11/5/2013,62.5,62.5,1,844.2525,562.5
58.2525,0.25,0.25,10719/30,10719/30,1,1,10/27/2013,10719,10719,30,30,3,3,87 Polk St. Suite 5,San Francisco,USA,Let's Stop N Shop,94117,North America,11/5/2013,25.89,25.89,1,844.2525,58.2525
223.5,0.25,0.25,10719/54,10719/54,1,1,10/27/2013,10719,10719,54,54,40,40,87 Polk St. Suite 5,San Francisco,USA,Let's Stop N Shop,94117,North America,11/5/2013,7.45,7.45,1,844.2525,223.5
378,0,0,10720/35,10720/35,1,0,10/28/2013,10720,10720,35,35,21,21,"Rua da Panificadora, 12",Rio de Janeiro,Brazil,Que Delícia,02389-673,South America,11/5/2013,18,18,0,550,378
172,0,0,10720/71,10720/71,1,0,10/28/2013,10720,10720,71,71,8,8,"Rua da Panificadora, 12",Rio de Janeiro,Brazil,Que Delícia,02389-673,South America,11/5/2013,21.5,21.5,0,550,172
923.875,0.05,0.05,10721/44,10721/44,1,1,10/29/2013,10721,10721,44,44,50,50,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,10/31/2013,19.45,19.45,1,923.875,923.875
57,0,0,10722/2,10722/2,1,0,10/29/2013,10722,10722,2,2,3,3,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,11/4/2013,19,19,0,1570,57
625,0,0,10722/31,10722/31,1,0,10/29/2013,10722,10722,31,31,50,50,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,11/4/2013,12.5,12.5,0,1570,625
562.5,0,0,10722/68,10722/68,1,0,10/29/2013,10722,10722,68,68,45,45,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,11/4/2013,12.5,12.5,0,1570,562.5
325.5,0,0,10722/75,10722/75,1,0,10/29/2013,10722,10722,75,75,42,42,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,11/4/2013,7.75,7.75,0,1570,325.5
468.45,0,0,10723/26,10723/26,1,0,10/30/2013,10723,10723,26,26,15,15,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,11/25/2013,31.23,31.23,0,468.45,468.45
496,0,0,10724/10,10724/10,1,0,10/30/2013,10724,10724,10,10,16,16,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,11/5/2013,31,31,0,638.5,496
142.5,0,0,10724/61,10724/61,1,0,10/30/2013,10724,10724,61,61,5,5,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,North America,11/5/2013,28.5,28.5,0,638.5,142.5
115.8,0,0,10725/41,10725/41,1,0,10/31/2013,10725,10725,41,41,12,12,"Rua Orós, 92",Sao Paulo,Brazil,Familia Arquibaldo,05442-030,South America,11/5/2013,9.65,9.65,0,287.8,115.8
28,0,0,10725/52,10725/52,1,0,10/31/2013,10725,10725,52,52,4,4,"Rua Orós, 92",Sao Paulo,Brazil,Familia Arquibaldo,05442-030,South America,11/5/2013,7,7,0,287.8,28
144,0,0,10725/55,10725/55,1,0,10/31/2013,10725,10725,55,55,6,6,"Rua Orós, 92",Sao Paulo,Brazil,Familia Arquibaldo,05442-030,South America,11/5/2013,24,24,0,287.8,144
550,0,0,10726/4,10726/4,1,0,11/3/2013,10726,10726,4,4,25,25,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,12/5/2013,22,22,0,655,550
105,0,0,10726/11,10726/11,1,0,11/3/2013,10726,10726,11,11,5,5,35 King George,London,UK,Eastern Connection,WX3 6FW,British Isles,12/5/2013,21,21,0,655,105
741,0.05,0.05,10727/17,10727/17,1,1,11/3/2013,10727,10727,17,17,20,20,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,Southern Europe,12/5/2013,39,39,1,1624.5,741
361,0.05,0.05,10727/56,10727/56,1,1,11/3/2013,10727,10727,56,56,10,10,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,Southern Europe,12/5/2013,38,38,1,1624.5,361
522.5,0.05,0.05,10727/59,10727/59,1,1,11/3/2013,10727,10727,59,59,10,10,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,Southern Europe,12/5/2013,55,55,1,1624.5,522.5
388.35,0,0,10728/30,10728/30,1,0,11/4/2013,10728,10728,30,30,15,15,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,11/11/2013,25.89,25.89,0,1296.75,388.35
110.4,0,0,10728/40,10728/40,1,0,11/4/2013,10728,10728,40,40,6,6,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,11/11/2013,18.4,18.4,0,1296.75,110.4
288,0,0,10728/55,10728/55,1,0,11/4/2013,10728,10728,55,55,12,12,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,11/11/2013,24,24,0,1296.75,288
510,0,0,10728/60,10728/60,1,0,11/4/2013,10728,10728,60,60,15,15,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,11/11/2013,34,34,0,1296.75,510
900,0,0,10729/1,10729/1,1,0,11/4/2013,10729,10729,1,1,50,50,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,11/14/2013,18,18,0,1850,900
300,0,0,10729/21,10729/21,1,0,11/4/2013,10729,10729,21,21,30,30,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,11/14/2013,10,10,0,1850,300
650,0,0,10729/50,10729/50,1,0,11/4/2013,10729,10729,50,50,40,40,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,11/14/2013,16.25,16.25,0,1850,650
248.6625,0.05,0.05,10730/16,10730/16,1,1,11/5/2013,10730,10730,16,16,15,15,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,11/14/2013,17.45,17.45,1,484.2625,248.6625
35.625,0.05,0.05,10730/31,10730/31,1,1,11/5/2013,10730,10730,31,31,3,3,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,11/14/2013,12.5,12.5,1,484.2625,35.625
199.975,0.05,0.05,10730/65,10730/65,1,1,11/5/2013,10730,10730,65,65,10,10,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,11/14/2013,21.05,21.05,1,484.2625,199.975
380,0.05,0.05,10731/21,10731/21,1,1,11/6/2013,10731,10731,21,21,40,40,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,11/14/2013,10,10,1,1890.5,380
1510.5,0.05,0.05,10731/51,10731/51,1,1,11/6/2013,10731,10731,51,51,30,30,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,11/14/2013,53,53,1,1890.5,1510.5
360,0,0,10732/76,10732/76,1,0,11/6/2013,10732,10732,76,76,20,20,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,11/7/2013,18,18,0,360,360
372,0,0,10733/14,10733/14,1,0,11/7/2013,10733,10733,14,14,16,16,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,Northern Europe,11/10/2013,23.25,23.25,0,1459,372
912,0,0,10733/28,10733/28,1,0,11/7/2013,10733,10733,28,28,20,20,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,Northern Europe,11/10/2013,45.6,45.6,0,1459,912
175,0,0,10733/52,10733/52,1,0,11/7/2013,10733,10733,52,52,25,25,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,Northern Europe,11/10/2013,7,7,0,1459,175
750,0,0,10734/6,10734/6,1,0,11/7/2013,10734,10734,6,6,30,30,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,11/12/2013,25,25,0,1498.35,750
388.35,0,0,10734/30,10734/30,1,0,11/7/2013,10734,10734,30,30,15,15,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,11/12/2013,25.89,25.89,0,1498.35,388.35
360,0,0,10734/76,10734/76,1,0,11/7/2013,10734,10734,76,76,20,20,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,11/12/2013,18,18,0,1498.35,360
513,0.1,0.1,10735/61,10735/61,1,1,11/10/2013,10735,10735,61,61,20,20,87 Polk St. Suite 5,San Francisco,USA,Let's Stop N Shop,94117,North America,11/21/2013,28.5,28.5,1,536.4,513
23.4,0.1,0.1,10735/77,10735/77,1,1,11/10/2013,10735,10735,77,77,2,2,87 Polk St. Suite 5,San Francisco,USA,Let's Stop N Shop,94117,North America,11/21/2013,13,13,1,536.4,23.4
842,0,0,10736/65,10736/65,1,0,11/11/2013,10736,10736,65,65,40,40,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,11/21/2013,21.05,21.05,0,997,842
155,0,0,10736/75,10736/75,1,0,11/11/2013,10736,10736,75,75,20,20,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,11/21/2013,7.75,7.75,0,997,155
24,0,0,10737/13,10737/13,1,0,11/11/2013,10737,10737,13,13,4,4,59 rue de l'Abbaye,Reims,France,Vins et alcools Chevalier,51100,Western Europe,11/18/2013,6,6,0,139.8,24
115.8,0,0,10737/41,10737/41,1,0,11/11/2013,10737,10737,41,41,12,12,59 rue de l'Abbaye,Reims,France,Vins et alcools Chevalier,51100,Western Europe,11/18/2013,9.65,9.65,0,139.8,115.8
52.35,0,0,10738/16,10738/16,1,0,11/12/2013,10738,10738,16,16,3,3,"25, rue Lauriston",Paris,France,Spécialités du monde,75016,Western Europe,11/18/2013,17.45,17.45,0,52.35,52.35
114,0,0,10739/36,10739/36,1,0,11/12/2013,10739,10739,36,36,6,6,59 rue de l'Abbaye,Reims,France,Vins et alcools Chevalier,51100,Western Europe,11/17/2013,19,19,0,240,114
126,0,0,10739/52,10739/52,1,0,11/12/2013,10739,10739,52,52,18,18,59 rue de l'Abbaye,Reims,France,Vins et alcools Chevalier,51100,Western Europe,11/17/2013,7,7,0,240,126
182.4,0.2,0.2,10740/28,10740/28,1,1,11/13/2013,10740,10740,28,28,5,5,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,11/25/2013,45.6,45.6,1,1416,182.4
504,0.2,0.2,10740/35,10740/35,1,1,11/13/2013,10740,10740,35,35,35,35,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,11/25/2013,18,18,1,1416,504
304,0.2,0.2,10740/45,10740/45,1,1,11/13/2013,10740,10740,45,45,40,40,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,11/25/2013,9.5,9.5,1,1416,304
425.6,0.2,0.2,10740/56,10740/56,1,1,11/13/2013,10740,10740,56,56,14,14,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,11/25/2013,38,38,1,1416,425.6
228,0.2,0.2,10741/2,10741/2,1,1,11/14/2013,10741,10741,2,2,15,15,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,11/18/2013,19,19,1,228,228
200,0,0,10742/3,10742/3,1,0,11/14/2013,10742,10742,3,3,20,20,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,11/18/2013,10,10,0,3118,200
1700,0,0,10742/60,10742/60,1,0,11/14/2013,10742,10742,60,60,50,50,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,11/18/2013,34,34,0,3118,1700
1218,0,0,10742/72,10742/72,1,0,11/14/2013,10742,10742,72,72,35,35,23 Tsawassen Blvd.,Tsawassen,Canada,Bottom-Dollar Markets,T2F 8M4,North America,11/18/2013,34.8,34.8,0,3118,1218
319.2,0.05,0.05,10743/46,10743/46,1,1,11/17/2013,10743,10743,46,46,28,28,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,11/21/2013,12,12,1,319.2,319.2
736,0.2,0.2,10744/40,10744/40,1,1,11/17/2013,10744,10744,40,40,50,50,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,Northern Europe,11/24/2013,18.4,18.4,1,736,736
1500,0,0,10745/18,10745/18,1,0,11/18/2013,10745,10745,18,18,24,24,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,11/27/2013,62.5,62.5,0,4529.8,1500
311.2,0,0,10745/44,10745/44,1,0,11/18/2013,10745,10745,44,44,16,16,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,11/27/2013,19.45,19.45,0,4529.8,311.2
2475,0,0,10745/59,10745/59,1,0,11/18/2013,10745,10745,59,59,45,45,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,11/27/2013,55,55,0,4529.8,2475
243.6,0,0,10745/72,10745/72,1,0,11/18/2013,10745,10745,72,72,7,7,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,11/27/2013,34.8,34.8,0,4529.8,243.6
36,0,0,10746/13,10746/13,1,0,11/19/2013,10746,10746,13,13,6,6,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,11/21/2013,6,6,0,2311.7,36
392,0,0,10746/42,10746/42,1,0,11/19/2013,10746,10746,42,42,28,28,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,11/21/2013,14,14,0,2311.7,392
443.7,0,0,10746/62,10746/62,1,0,11/19/2013,10746,10746,62,62,9,9,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,11/21/2013,49.3,49.3,0,2311.7,443.7
1440,0,0,10746/69,10746/69,1,0,11/19/2013,10746,10746,69,69,40,40,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,Western Europe,11/21/2013,36,36,0,2311.7,1440
100,0,0,10747/31,10747/31,1,0,11/19/2013,10747,10747,31,31,8,8,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,11/26/2013,12.5,12.5,0,1912.85,100
337.75,0,0,10747/41,10747/41,1,0,11/19/2013,10747,10747,41,41,35,35,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,11/26/2013,9.65,9.65,0,1912.85,337.75
395.1,0,0,10747/63,10747/63,1,0,11/19/2013,10747,10747,63,63,9,9,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,11/26/2013,43.9,43.9,0,1912.85,395.1
1080,0,0,10747/69,10747/69,1,0,11/19/2013,10747,10747,69,69,30,30,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,11/26/2013,36,36,0,1912.85,1080
396,0,0,10748/23,10748/23,1,0,11/20/2013,10748,10748,23,23,44,44,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,11/28/2013,9,9,0,2196,396
736,0,0,10748/40,10748/40,1,0,11/20/2013,10748,10748,40,40,40,40,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,11/28/2013,18.4,18.4,0,2196,736
1064,0,0,10748/56,10748/56,1,0,11/20/2013,10748,10748,56,56,28,28,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,11/28/2013,38,38,0,2196,1064
570,0,0,10749/56,10749/56,1,0,11/20/2013,10749,10749,56,56,15,15,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,12/19/2013,38,38,0,1080,570
330,0,0,10749/59,10749/59,1,0,11/20/2013,10749,10749,59,59,6,6,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,12/19/2013,55,55,0,1080,330
180,0,0,10749/76,10749/76,1,0,11/20/2013,10749,10749,76,76,10,10,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,12/19/2013,18,18,0,1080,180
98.8125,0.15,0.15,10750/14,10750/14,1,1,11/21/2013,10750,10750,14,14,5,5,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,11/24/2013,23.25,23.25,1,1590.5625,98.8125
323,0.15,0.15,10750/45,10750/45,1,1,11/21/2013,10750,10750,45,45,40,40,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,11/24/2013,9.5,9.5,1,1590.5625,323
1168.75,0.15,0.15,10750/59,10750/59,1,1,11/21/2013,10750,10750,59,59,25,25,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,Scandinavia,11/24/2013,55,55,1,1590.5625,1168.75
337.284,0.1,0.1,10751/26,10751/26,1,1,11/24/2013,10751,10751,26,26,12,12,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,12/3/2013,31.23,31.23,1,1631.484,337.284
776.7,0,0,10751/30,10751/30,1,0,11/24/2013,10751,10751,30,30,30,30,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,12/3/2013,25.89,25.89,1,1631.484,776.7
292.5,0.1,0.1,10751/50,10751/50,1,1,11/24/2013,10751,10751,50,50,20,20,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,12/3/2013,16.25,16.25,1,1631.484,292.5
225,0,0,10751/73,10751/73,1,0,11/24/2013,10751,10751,73,73,15,15,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,12/3/2013,15,15,1,1631.484,225
144,0,0,10752/1,10752/1,1,0,11/24/2013,10752,10752,1,1,8,8,South House 300 Queensbridge,London,UK,North/South,SW7 1RZ,British Isles,11/28/2013,18,18,0,252,144
108,0,0,10752/69,10752/69,1,0,11/24/2013,10752,10752,69,69,3,3,South House 300 Queensbridge,London,UK,North/South,SW7 1RZ,British Isles,11/28/2013,36,36,0,252,108
38,0,0,10753/45,10753/45,1,0,11/25/2013,10753,10753,45,45,4,4,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,Southern Europe,11/27/2013,9.5,9.5,0,88,38
50,0,0,10753/74,10753/74,1,0,11/25/2013,10753,10753,74,74,5,5,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,Southern Europe,11/27/2013,10,10,0,88,50
55.2,0,0,10754/40,10754/40,1,0,11/25/2013,10754,10754,40,40,3,3,Via Ludovico il Moro 22,Bergamo,Italy,Magazzini Alimentari Riuniti,24100,Southern Europe,11/27/2013,18.4,18.4,0,55.2,55.2
213.75,0.25,0.25,10755/47,10755/47,1,1,11/26/2013,10755,10755,47,47,30,30,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,11/28/2013,9.5,9.5,1,1948.5,213.75
855,0.25,0.25,10755/56,10755/56,1,1,11/26/2013,10755,10755,56,56,30,30,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,11/28/2013,38,38,1,1948.5,855
204.75,0.25,0.25,10755/57,10755/57,1,1,11/26/2013,10755,10755,57,57,14,14,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,11/28/2013,19.5,19.5,1,1948.5,204.75
675,0.25,0.25,10755/69,10755/69,1,1,11/26/2013,10755,10755,69,69,25,25,"12, rue des Bouchers",Marseille,France,Bon app',13008,Western Europe,11/28/2013,36,36,1,1948.5,675
1050,0.2,0.2,10756/18,10756/18,1,1,11/27/2013,10756,10756,18,18,21,21,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,12/2/2013,62.5,62.5,1,1990,1050
304,0.2,0.2,10756/36,10756/36,1,1,11/27/2013,10756,10756,36,36,20,20,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,12/2/2013,19,19,1,1990,304
60,0.2,0.2,10756/68,10756/68,1,1,11/27/2013,10756,10756,68,68,6,6,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,12/2/2013,12.5,12.5,1,1990,60
576,0.2,0.2,10756/69,10756/69,1,1,11/27/2013,10756,10756,69,69,20,20,P.O. Box 555,Lander,USA,Split Rail Beer & Ale,82520,North America,12/2/2013,36,36,1,1990,576
420,0,0,10757/34,10757/34,1,0,11/27/2013,10757,10757,34,34,30,30,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,12/15/2013,14,14,0,3082,420
385,0,0,10757/59,10757/59,1,0,11/27/2013,10757,10757,59,59,7,7,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,12/15/2013,55,55,0,3082,385
1479,0,0,10757/62,10757/62,1,0,11/27/2013,10757,10757,62,62,30,30,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,12/15/2013,49.3,49.3,0,3082,1479
798,0,0,10757/64,10757/64,1,0,11/27/2013,10757,10757,64,64,24,24,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,12/15/2013,33.25,33.25,0,3082,798
624.6,0,0,10758/26,10758/26,1,0,11/28/2013,10758,10758,26,26,20,20,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,12/4/2013,31.23,31.23,0,1644.6,624.6
420,0,0,10758/52,10758/52,1,0,11/28/2013,10758,10758,52,52,60,60,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,12/4/2013,7,7,0,1644.6,420
600,0,0,10758/70,10758/70,1,0,11/28/2013,10758,10758,70,70,40,40,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,12/4/2013,15,15,0,1644.6,600
320,0,0,10759/32,10759/32,1,0,11/28/2013,10759,10759,32,32,10,10,Avda. de la Constitución 2222,México D.F.,Mexico,Ana Trujillo Emparedados y helados,05021,Central America,12/12/2013,32,32,0,320,320
126,0.25,0.25,10760/25,10760/25,1,1,12/1/2013,10760,10760,25,25,12,12,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,12/10/2013,14,14,1,2917,126
1756,0,0,10760/27,10760/27,1,0,12/1/2013,10760,10760,27,27,40,40,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,12/10/2013,43.9,43.9,1,2917,1756
1035,0.25,0.25,10760/43,10760/43,1,1,12/1/2013,10760,10760,43,43,30,30,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,Western Europe,12/10/2013,46,46,1,2917,1035
367.5,0.25,0.25,10761/25,10761/25,1,1,12/2/2013,10761,10761,25,25,35,35,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,12/8/2013,14,14,1,507,367.5
139.5,0,0,10761/75,10761/75,1,0,12/2/2013,10761,10761,75,75,18,18,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,North America,12/8/2013,7.75,7.75,1,507,139.5
288,0,0,10762/39,10762/39,1,0,12/2/2013,10762,10762,39,39,16,16,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,12/9/2013,18,18,0,4337,288
285,0,0,10762/47,10762/47,1,0,12/2/2013,10762,10762,47,47,30,30,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,12/9/2013,9.5,9.5,0,4337,285
1484,0,0,10762/51,10762/51,1,0,12/2/2013,10762,10762,51,51,28,28,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,12/9/2013,53,53,0,4337,1484
2280,0,0,10762/56,10762/56,1,0,12/2/2013,10762,10762,56,56,60,60,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,12/9/2013,38,38,0,4337,2280
400,0,0,10763/21,10763/21,1,0,12/3/2013,10763,10763,21,21,40,40,"184, chaussée de Tournai",Lille,France,Folies gourmandes,59000,Western Europe,12/8/2013,10,10,0,616,400
126,0,0,10763/22,10763/22,1,0,12/3/2013,10763,10763,22,22,6,6,"184, chaussée de Tournai",Lille,France,Folies gourmandes,59000,Western Europe,12/8/2013,21,21,0,616,126
90,0,0,10763/24,10763/24,1,0,12/3/2013,10763,10763,24,24,20,20,"184, chaussée de Tournai",Lille,France,Folies gourmandes,59000,Western Europe,12/8/2013,4.5,4.5,0,616,90
180,0.1,0.1,10764/3,10764/3,1,1,12/3/2013,10764,10764,3,3,20,20,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,12/8/2013,10,10,1,2286,180
