Id,OrderId,ProductId,UnitPrice,Quantity,Discount,price,OnSale,discounted_order,order_total
10551/16,10551,16,17.45,40,0.15,593.3,1,1,1677.3
10551/35,10551,35,18.0,20,0.15,306.0,1,1,1677.3
10551/44,10551,44,19.45,40,0.0,778.0,0,1,1677.3
10552/69,10552,69,36.0,18,0.0,648.0,0,0,880.5
10552/75,10552,75,7.75,30,0.0,232.5,0,0,880.5
10553/11,10553,11,21.0,15,0.0,315.0,0,0,1546.3
10553/16,10553,16,17.45,14,0.0,244.29999999999998,0,0,1546.3
10553/22,10553,22,21.0,24,0.0,504.0,0,0,1546.3
10553/31,10553,31,12.5,30,0.0,375.0,0,0,1546.3
10553/35,10553,35,18.0,6,0.0,108.0,0,0,1546.3
10554/16,10554,16,17.45,30,0.05,497.32499999999993,1,1,1728.5249999999996
10554/23,10554,23,9.0,20,0.05,170.99999999999997,1,1,1728.5249999999996
10554/62,10554,62,49.3,20,0.05,936.6999999999998,1,1,1728.5249999999996
10554/77,10554,77,13.0,10,0.05,123.5,1,1,1728.5249999999996
10555/14,10555,14,23.25,30,0.2,558.0,1,1,2944.4
10555/19,10555,19,9.2,35,0.2,257.59999999999997,1,1,2944.4
10555/24,10555,24,4.5,18,0.2,64.8,1,1,2944.4
10555/51,10555,51,53.0,20,0.2,848.0000000000001,1,1,2944.4
10555/56,10555,56,38.0,40,0.2,1216.0,1,1,2944.4
10556/72,10556,72,34.8,24,0.0,835.1999999999999,0,0,835.1999999999999
10557/64,10557,64,33.25,30,0.0,997.5,0,0,1152.5
10557/75,10557,75,7.75,20,0.0,155.0,0,0,1152.5
10558/47,10558,47,9.5,25,0.0,237.5,0,0,2142.9
10558/51,10558,51,53.0,20,0.0,1060.0,0,0,2142.9
10558/52,10558,52,7.0,30,0.0,210.0,0,0,2142.9
10558/53,10558,53,32.8,18,0.0,590.4,0,0,2142.9
10558/73,10558,73,15.0,3,0.0,45.0,0,0,2142.9
10559/41,10559,41,9.65,12,0.05,110.01,1,1,520.41
10559/55,10559,55,24.0,18,0.05,410.4,1,1,520.41
10560/30,10560,30,25.89,20,0.0,517.8,0,1,1072.4249999999997
10560/62,10560,62,49.3,15,0.25,554.6249999999999,1,1,1072.4249999999997
10561/44,10561,44,19.45,10,0.0,194.5,0,0,2844.5
10561/51,10561,51,53.0,50,0.0,2650.0,0,0,2844.5
10562/33,10562,33,2.5,20,0.1,45.0,1,1,488.7
10562/62,10562,62,49.3,10,0.1,443.7,1,1,488.7
10563/36,10563,36,19.0,25,0.0,475.0,0,0,965.0
10563/52,10563,52,7.0,70,0.0,490.0,0,0,965.0
10564/17,10564,17,39.0,16,0.05,592.8,1,1,1234.0499999999997
10564/31,10564,31,12.5,6,0.05,71.25,1,1,1234.0499999999997
10564/55,10564,55,24.0,25,0.05,569.9999999999999,1,1,1234.0499999999997
10565/24,10565,24,4.5,25,0.1,101.25,1,1,639.9
10565/64,10565,64,33.25,18,0.1,538.65,1,1,639.9
10566/11,10566,11,21.0,35,0.15,624.7499999999999,1,1,1761.0
10566/18,10566,18,62.5,18,0.15,956.25,1,1,1761.0
10566/76,10566,76,18.0,10,0.0,180.0,0,1,1761.0
10567/31,10567,31,12.5,60,0.2,600.0,1,1,2519.0
10567/51,10567,51,53.0,3,0.0,159.0,0,1,2519.0
10567/59,10567,59,55.0,40,0.2,1760.0,1,1,2519.0
10568/10,10568,10,31.0,5,0.0,155.0,0,0,155.0
10569/31,10569,31,12.5,35,0.2,350.0,1,1,890.0
10569/76,10569,76,18.0,30,0.0,540.0,0,1,890.0
10570/11,10570,11,21.0,15,0.05,299.25,1,1,2465.25
10570/56,10570,56,38.0,60,0.05,2166.0,1,1,2465.25
10571/14,10571,14,23.25,11,0.15,217.3875,1,1,550.5875
10571/42,10571,42,14.0,28,0.15,333.2,1,1,550.5875
10572/16,10572,16,17.45,12,0.1,188.46,1,1,1501.085
10572/32,10572,32,32.0,10,0.1,288.0,1,1,1501.085
10572/40,10572,40,18.4,50,0.0,919.9999999999999,0,1,1501.085
10572/75,10572,75,7.75,15,0.1,104.62500000000001,1,1,1501.085
10573/17,10573,17,39.0,18,0.0,702.0,0,0,2082.0
10573/34,10573,34,14.0,40,0.0,560.0,0,0,2082.0
10573/53,10573,53,32.8,25,0.0,819.9999999999999,0,0,2082.0
10574/33,10574,33,2.5,14,0.0,35.0,0,0,764.3
10574/40,10574,40,18.4,2,0.0,36.8,0,0,764.3
10574/62,10574,62,49.3,10,0.0,493.0,0,0,764.3
10574/64,10574,64,33.25,6,0.0,199.5,0,0,764.3
10575/59,10575,59,55.0,12,0.0,660.0,0,0,2147.4
10575/63,10575,63,43.9,6,0.0,263.4,0,0,2147.4
10575/72,10575,72,34.8,30,0.0,1044.0,0,0,2147.4
10575/76,10575,76,18.0,10,0.0,180.0,0,0,2147.4
10576/1,10576,1,18.0,10,0.0,180.0,0,0,838.45
10576/31,10576,31,12.5,20,0.0,250.0,0,0,838.45
10576/44,10576,44,19.45,21,0.0,408.45,0,0,838.45
10577/39,10577,39,18.0,10,0.0,180.0,0,0,569.0
10577/75,10577,75,7.75,20,0.0,155.0,0,0,569.0
10577/77,10577,77,13.0,18,0.0,234.0,0,0,569.0
10578/35,10578,35,18.0,20,0.0,360.0,0,0,477.0
10578/57,10578,57,19.5,6,0.0,117.0,0,0,477.0
10579/15,10579,15,15.5,10,0.0,155.0,0,0,317.75
10579/75,10579,75,7.75,21,0.0,162.75,0,0,317.75
10580/14,10580,14,23.25,15,0.05,331.3125,1,1,1013.7449999999999
10580/41,10580,41,9.65,9,0.05,82.50750000000001,1,1,1013.7449999999999
10580/65,10580,65,21.05,30,0.05,599.925,1,1,1013.7449999999999
10581/75,10581,75,7.75,50,0.2,310.0,1,1,310.0
10582/57,10582,57,19.5,4,0.0,78.0,0,0,330.0
10582/76,10582,76,18.0,14,0.0,252.0,0,0,330.0
10583/29,10583,29,123.79,10,0.0,1237.9,0,1,2237.5
10583/60,10583,60,34.0,24,0.15,693.5999999999999,1,1,2237.5
10583/69,10583,69,36.0,10,0.15,306.0,1,1,2237.5
10584/31,10584,31,12.5,50,0.05,593.75,1,1,593.75
10585/47,10585,47,9.5,15,0.0,142.5,0,0,142.5
10586/52,10586,52,7.0,4,0.15,23.8,1,1,23.8
10587/26,10587,26,31.23,6,0.0,187.38,0,0,807.38
10587/35,10587,35,18.0,20,0.0,360.0,0,0,807.38
10587/77,10587,77,13.0,20,0.0,260.0,0,0,807.38
10588/18,10588,18,62.5,40,0.2,2000.0,1,1,3120.0
10588/42,10588,42,14.0,100,0.2,1120.0,1,1,3120.0
10589/35,10589,35,18.0,4,0.0,72.0,0,0,72.0
10590/1,10590,1,18.0,20,0.0,360.0,0,1,1101.0
10590/77,10590,77,13.0,60,0.05,741.0,1,1,1101.0
10591/3,10591,3,10.0,14,0.0,140.0,0,0,812.5
10591/7,10591,7,30.0,10,0.0,300.0,0,0,812.5
10591/54,10591,54,7.45,50,0.0,372.5,0,0,812.5
10592/15,10592,15,15.5,25,0.05,368.125,1,1,516.4675
10592/26,10592,26,31.23,5,0.05,148.3425,1,1,516.4675
10593/20,10593,20,81.0,21,0.2,1360.8,1,1,1994.3999999999999
10593/69,10593,69,36.0,20,0.2,576.0,1,1,1994.3999999999999
10593/76,10593,76,18.0,4,0.2,57.6,1,1,1994.3999999999999
10594/52,10594,52,7.0,24,0.0,168.0,0,0,565.5
10594/58,10594,58,13.25,30,0.0,397.5,0,0,565.5
10595/35,10595,35,18.0,30,0.25,405.0,1,1,4725.0
10595/61,10595,61,28.5,120,0.25,2565.0,1,1,4725.0
10595/69,10595,69,36.0,65,0.25,1755.0,1,1,4725.0
10596/56,10596,56,38.0,5,0.2,152.0,1,1,1180.8799999999999
10596/63,10596,63,43.9,24,0.2,842.8799999999999,1,1,1180.8799999999999
10596/75,10596,75,7.75,30,0.2,186.0,1,1,1180.8799999999999
10597/24,10597,24,4.5,35,0.2,126.0,1,1,718.0799999999999
10597/57,10597,57,19.5,20,0.0,390.0,0,1,718.0799999999999
10597/65,10597,65,21.05,12,0.2,202.07999999999998,1,1,718.0799999999999
10598/27,10598,27,43.9,50,0.0,2195.0,0,0,2388.5
10598/71,10598,71,21.5,9,0.0,193.5,0,0,2388.5
10599/62,10599,62,49.3,10,0.0,493.0,0,0,493.0
10600/54,10600,54,7.45,4,0.0,29.8,0,0,479.8
10600/73,10600,73,15.0,30,0.0,450.0,0,0,479.8
10601/13,10601,13,6.0,60,0.0,360.0,0,0,2285.0
10601/59,10601,59,55.0,35,0.0,1925.0,0,0,2285.0
10602/77,10602,77,13.0,5,0.25,48.75,1,1,48.75
10603/22,10603,22,21.0,48,0.0,1008.0,0,1,1483.0
10603/49,10603,49,20.0,25,0.05,475.0,1,1,1483.0
10604/48,10604,48,12.75,6,0.1,68.85,1,1,230.85
10604/76,10604,76,18.0,10,0.1,162.0,1,1,230.85
10605/16,10605,16,17.45,30,0.05,497.32499999999993,1,1,4109.7
10605/59,10605,59,55.0,20,0.05,1045.0,1,1,4109.7
10605/60,10605,60,34.0,70,0.05,2261.0,1,1,4109.7
10605/71,10605,71,21.5,15,0.05,306.375,1,1,4109.7
10606/4,10606,4,22.0,20,0.2,352.0,1,1,1130.4
10606/55,10606,55,24.0,20,0.2,384.00000000000006,1,1,1130.4
10606/62,10606,62,49.3,10,0.2,394.4,1,1,1130.4
10607/7,10607,7,30.0,45,0.0,1350.0,0,0,6475.400000000001
10607/17,10607,17,39.0,100,0.0,3900.0,0,0,6475.400000000001
10607/33,10607,33,2.5,14,0.0,35.0,0,0,6475.400000000001
10607/40,10607,40,18.4,42,0.0,772.8,0,0,6475.400000000001
10607/72,10607,72,34.8,12,0.0,417.59999999999997,0,0,6475.400000000001
10608/56,10608,56,38.0,28,0.0,1064.0,0,0,1064.0
10609/1,10609,1,18.0,3,0.0,54.0,0,0,424.0
10609/10,10609,10,31.0,10,0.0,310.0,0,0,424.0
10609/21,10609,21,10.0,6,0.0,60.0,0,0,424.0
10610/36,10610,36,19.0,21,0.25,299.25,1,1,299.25
10611/1,10611,1,18.0,6,0.0,108.0,0,0,808.0
10611/2,10611,2,19.0,10,0.0,190.0,0,0,808.0
10611/60,10611,60,34.0,15,0.0,510.0,0,0,808.0
10612/10,10612,10,31.0,70,0.0,2170.0,0,0,6375.0
10612/36,10612,36,19.0,55,0.0,1045.0,0,0,6375.0
10612/49,10612,49,20.0,18,0.0,360.0,0,0,6375.0
10612/60,10612,60,34.0,40,0.0,1360.0,0,0,6375.0
10612/76,10612,76,18.0,80,0.0,1440.0,0,0,6375.0
10613/13,10613,13,6.0,8,0.1,43.2,1,1,353.2
10613/75,10613,75,7.75,40,0.0,310.0,0,1,353.2
10614/11,10614,11,21.0,14,0.0,294.0,0,0,464.0
10614/21,10614,21,10.0,8,0.0,80.0,0,0,464.0
10614/39,10614,39,18.0,5,0.0,90.0,0,0,464.0
10615/55,10615,55,24.0,5,0.0,120.0,0,0,120.0
10616/38,10616,38,263.5,15,0.05,3754.875,1,1,4807.0
10616/56,10616,56,38.0,14,0.0,532.0,0,1,4807.0
10616/70,10616,70,15.0,15,0.05,213.75,1,1,4807.0
10616/71,10616,71,21.5,15,0.05,306.375,1,1,4807.0
10617/59,10617,59,55.0,30,0.15,1402.5,1,1,1402.5
10618/6,10618,6,25.0,70,0.0,1750.0,0,0,2697.5
10618/56,10618,56,38.0,20,0.0,760.0,0,0,2697.5
10618/68,10618,68,12.5,15,0.0,187.5,0,0,2697.5
10619/21,10619,21,10.0,42,0.0,420.0,0,0,1260.0
10619/22,10619,22,21.0,40,0.0,840.0,0,0,1260.0
10620/24,10620,24,4.5,5,0.0,22.5,0,0,57.5
10620/52,10620,52,7.0,5,0.0,35.0,0,0,57.5
10621/19,10621,19,9.2,5,0.0,46.0,0,0,758.5
10621/23,10621,23,9.0,10,0.0,90.0,0,0,758.5
10621/70,10621,70,15.0,20,0.0,300.0,0,0,758.5
10621/71,10621,71,21.5,15,0.0,322.5,0,0,758.5
10622/2,10622,2,19.0,20,0.0,380.0,0,1,560.0
10622/68,10622,68,12.5,18,0.2,180.0,1,1,560.0
10623/14,10623,14,23.25,21,0.0,488.25,0,1,1336.95
10623/19,10623,19,9.2,15,0.1,124.19999999999999,1,1,1336.95
10623/21,10623,21,10.0,25,0.1,225.0,1,1,1336.95
10623/24,10623,24,4.5,3,0.0,13.5,0,1,1336.95
10623/35,10623,35,18.0,30,0.1,486.0,1,1,1336.95
10624/28,10624,28,45.6,10,0.0,456.0,0,0,1393.24
10624/29,10624,29,123.79,6,0.0,742.74,0,0,1393.24
10624/44,10624,44,19.45,10,0.0,194.5,0,0,1393.24
10625/14,10625,14,23.25,3,0.0,69.75,0,0,479.75
10625/42,10625,42,14.0,5,0.0,70.0,0,0,479.75
10625/60,10625,60,34.0,10,0.0,340.0,0,0,479.75
10626/53,10626,53,32.8,12,0.0,393.59999999999997,0,0,1503.6
10626/60,10626,60,34.0,20,0.0,680.0,0,0,1503.6
10626/71,10626,71,21.5,20,0.0,430.0,0,0,1503.6
10627/62,10627,62,49.3,15,0.0,739.5,0,1,1185.75
10627/73,10627,73,15.0,35,0.15,446.25,1,1,1185.75
10628/1,10628,1,18.0,25,0.0,450.0,0,0,450.0
10629/29,10629,29,123.79,20,0.0,2475.8,0,0,2775.05
10629/64,10629,64,33.25,9,0.0,299.25,0,0,2775.05
10630/55,10630,55,24.0,12,0.05,273.59999999999997,1,1,903.5999999999999
10630/76,10630,76,18.0,35,0.0,630.0,0,1,903.5999999999999
10631/75,10631,75,7.75,8,0.1,55.800000000000004,1,1,55.800000000000004
10632/2,10632,2,19.0,30,0.05,541.5,1,1,589.0
10632/33,10632,33,2.5,20,0.05,47.5,1,1,589.0
10633/12,10633,12,38.0,36,0.15,1162.8,1,1,5510.5925
10633/13,10633,13,6.0,13,0.15,66.3,1,1,5510.5925
10633/26,10633,26,31.23,35,0.15,929.0925,1,1,5510.5925
10633/62,10633,62,49.3,80,0.15,3352.3999999999996,1,1,5510.5925
10634/7,10634,7,30.0,35,0.0,1050.0,0,0,4985.5
10634/18,10634,18,62.5,50,0.0,3125.0,0,0,4985.5
10634/51,10634,51,53.0,15,0.0,795.0,0,0,4985.5
10634/75,10634,75,7.75,2,0.0,15.5,0,0,4985.5
10635/4,10635,4,22.0,10,0.1,198.0,1,1,1326.225
10635/5,10635,5,21.35,15,0.1,288.225,1,1,1326.225
10635/22,10635,22,21.0,40,0.0,840.0,0,1,1326.225
10636/4,10636,4,22.0,25,0.0,550.0,0,0,629.5
10636/58,10636,58,13.25,6,0.0,79.5,0,0,629.5
10637/11,10637,11,21.0,10,0.0,210.0,0,1,2761.9375
10637/50,10637,50,16.25,25,0.05,385.9375,1,1,2761.9375
10637/56,10637,56,38.0,60,0.05,2166.0,1,1,2761.9375
10638/45,10638,45,9.5,20,0.0,190.0,0,0,2720.05
10638/65,10638,65,21.05,21,0.0,442.05,0,0,2720.05
10638/72,10638,72,34.8,60,0.0,2088.0,0,0,2720.05
10639/18,10639,18,62.5,8,0.0,500.0,0,0,500.0
10640/69,10640,69,36.0,20,0.25,540.0,1,1,708.75
10640/70,10640,70,15.0,15,0.25,168.75,1,1,708.75
10641/2,10641,2,19.0,50,0.0,950.0,0,0,2054.0
10641/40,10641,40,18.4,60,0.0,1104.0,0,0,2054.0
10642/21,10642,21,10.0,30,0.2,240.0,1,1,696.0
10642/61,10642,61,28.5,20,0.2,456.0,1,1,696.0
10643/28,10643,28,45.6,15,0.25,513.0,1,1,814.5
10643/39,10643,39,18.0,21,0.25,283.5,1,1,814.5
10643/46,10643,46,12.0,2,0.25,18.0,1,1,814.5
10644/18,10644,18,62.5,4,0.1,225.0,1,1,1371.8
10644/43,10644,43,46.0,20,0.0,920.0,0,1,1371.8
10644/46,10644,46,12.0,21,0.1,226.8,1,1,1371.8
10645/18,10645,18,62.5,20,0.0,1250.0,0,0,1535.0
10645/36,10645,36,19.0,15,0.0,285.0,0,0,1535.0
10646/1,10646,1,18.0,15,0.25,202.5,1,1,1446.0
10646/10,10646,10,31.0,18,0.25,418.5,1,1,1446.0
10646/71,10646,71,21.5,30,0.25,483.75,1,1,1446.0
10646/77,10646,77,13.0,35,0.25,341.25,1,1,1446.0
10647/19,10647,19,9.2,30,0.0,276.0,0,0,636.0
10647/39,10647,39,18.0,20,0.0,360.0,0,0,636.0
10648/22,10648,22,21.0,15,0.0,315.0,0,1,372.375
10648/24,10648,24,4.5,15,0.15,57.37499999999999,1,1,372.375
10649/28,10649,28,45.6,20,0.0,912.0,0,0,1434.0
10649/72,10649,72,34.8,15,0.0,522.0,0,0,1434.0
10650/30,10650,30,25.89,30,0.0,776.7,0,1,1779.1999999999998
10650/53,10650,53,32.8,25,0.05,778.9999999999999,1,1,1779.1999999999998
10650/54,10650,54,7.45,30,0.0,223.5,0,1,1779.1999999999998
10651/19,10651,19,9.2,12,0.25,82.8,1,1,397.8
10651/22,10651,22,21.0,20,0.25,315.0,1,1,397.8
10652/30,10652,30,25.89,2,0.25,38.835,1,1,318.835
10652/42,10652,42,14.0,20,0.0,280.0,0,1,318.835
10653/16,10653,16,17.45,30,0.1,471.15,1,1,1083.15
10653/60,10653,60,34.0,20,0.1,612.0,1,1,1083.15
10654/4,10654,4,22.0,12,0.1,237.60000000000002,1,1,601.83
10654/39,10654,39,18.0,20,0.1,324.0,1,1,601.83
10654/54,10654,54,7.45,6,0.1,40.230000000000004,1,1,601.83
10655/41,10655,41,9.65,20,0.2,154.4,1,1,154.4
10656/14,10656,14,23.25,3,0.1,62.775000000000006,1,1,604.2149999999999
10656/44,10656,44,19.45,28,0.1,490.14,1,1,604.2149999999999
10656/47,10656,47,9.5,6,0.1,51.300000000000004,1,1,604.2149999999999
10657/15,10657,15,15.5,50,0.0,775.0,0,0,4371.6
10657/41,10657,41,9.65,24,0.0,231.60000000000002,0,0,4371.6
10657/46,10657,46,12.0,45,0.0,540.0,0,0,4371.6
10657/47,10657,47,9.5,10,0.0,95.0,0,0,4371.6
10657/56,10657,56,38.0,45,0.0,1710.0,0,0,4371.6
10657/60,10657,60,34.0,30,0.0,1020.0,0,0,4371.6
10658/21,10658,21,10.0,60,0.0,600.0,0,1,4464.599999999999
10658/40,10658,40,18.4,70,0.05,1223.5999999999997,1,1,4464.599999999999
10658/60,10658,60,34.0,55,0.05,1776.4999999999998,1,1,4464.599999999999
10658/77,10658,77,13.0,70,0.05,864.5,1,1,4464.599999999999
10659/31,10659,31,12.5,20,0.05,237.5,1,1,1227.02
10659/40,10659,40,18.4,24,0.05,419.5199999999999,1,1,1227.02
10659/70,10659,70,15.0,40,0.05,570.0,1,1,1227.02
10660/20,10660,20,81.0,21,0.0,1701.0,0,0,1701.0
10661/39,10661,39,18.0,3,0.2,43.2,1,1,562.6000000000001
10661/58,10661,58,13.25,49,0.2,519.4000000000001,1,1,562.6000000000001
10662/68,10662,68,12.5,10,0.0,125.0,0,0,125.0
10663/40,10663,40,18.4,30,0.05,524.3999999999999,1,1,1930.3999999999996
10663/42,10663,42,14.0,30,0.05,398.99999999999994,1,1,1930.3999999999996
10663/51,10663,51,53.0,20,0.05,1006.9999999999999,1,1,1930.3999999999996
10664/10,10664,10,31.0,24,0.15,632.4,1,1,1288.3875
10664/56,10664,56,38.0,12,0.15,387.59999999999997,1,1,1288.3875
10664/65,10664,65,21.05,15,0.15,268.38750000000005,1,1,1288.3875
10665/51,10665,51,53.0,20,0.0,1060.0,0,0,1295.0
10665/59,10665,59,55.0,1,0.0,55.0,0,0,1295.0
10665/76,10665,76,18.0,10,0.0,180.0,0,0,1295.0
10666/29,10666,29,123.79,36,0.0,4456.4400000000005,0,0,4666.9400000000005
10666/65,10666,65,21.05,10,0.0,210.5,0,0,4666.9400000000005
10667/69,10667,69,36.0,45,0.2,1296.0,1,1,1536.8
10667/71,10667,71,21.5,14,0.2,240.79999999999998,1,1,1536.8
10668/31,10668,31,12.5,8,0.1,90.0,1,1,625.275
10668/55,10668,55,24.0,4,0.1,86.4,1,1,625.275
10668/64,10668,64,33.25,15,0.1,448.875,1,1,625.275
10669/36,10669,36,19.0,30,0.0,570.0,0,0,570.0
10670/23,10670,23,9.0,32,0.0,288.0,0,0,2301.75
10670/46,10670,46,12.0,60,0.0,720.0,0,0,2301.75
10670/67,10670,67,14.0,25,0.0,350.0,0,0,2301.75
10670/73,10670,73,15.0,50,0.0,750.0,0,0,2301.75
10670/75,10670,75,7.75,25,0.0,193.75,0,0,2301.75
10671/16,10671,16,17.45,10,0.0,174.5,0,0,920.1
10671/62,10671,62,49.3,10,0.0,493.0,0,0,920.1
10671/65,10671,65,21.05,12,0.0,252.60000000000002,0,0,920.1
10672/38,10672,38,263.5,15,0.1,3557.25,1,1,3815.25
10672/71,10672,71,21.5,12,0.0,258.0,0,1,3815.25
10673/16,10673,16,17.45,3,0.0,52.349999999999994,0,0,412.35
10673/42,10673,42,14.0,6,0.0,84.0,0,0,412.35
10673/43,10673,43,46.0,6,0.0,276.0,0,0,412.35
10674/23,10674,23,9.0,5,0.0,45.0,0,0,45.0
10675/14,10675,14,23.25,30,0.0,697.5,0,0,1423.0
10675/53,10675,53,32.8,10,0.0,328.0,0,0,1423.0
10675/58,10675,58,13.25,30,0.0,397.5,0,0,1423.0
10676/10,10676,10,31.0,2,0.0,62.0,0,0,534.85
10676/19,10676,19,9.2,7,0.0,64.39999999999999,0,0,534.85
10676/44,10676,44,19.45,21,0.0,408.45,0,0,534.85
10677/26,10677,26,31.23,30,0.15,796.365,1,1,813.365
10677/33,10677,33,2.5,8,0.15,17.0,1,1,813.365
10678/12,10678,12,38.0,100,0.0,3800.0,0,0,5256.5
10678/33,10678,33,2.5,30,0.0,75.0,0,0,5256.5
10678/41,10678,41,9.65,120,0.0,1158.0,0,0,5256.5
10678/54,10678,54,7.45,30,0.0,223.5,0,0,5256.5
10679/59,10679,59,55.0,12,0.0,660.0,0,0,660.0
10680/16,10680,16,17.45,50,0.25,654.3749999999999,1,1,1261.875
10680/31,10680,31,12.5,20,0.25,187.5,1,1,1261.875
10680/42,10680,42,14.0,40,0.25,420.0,1,1,1261.875
10681/19,10681,19,9.2,30,0.1,248.39999999999998,1,1,1287.4
10681/21,10681,21,10.0,12,0.1,108.0,1,1,1287.4
10681/64,10681,64,33.25,28,0.0,931.0,0,1,1287.4
10682/33,10682,33,2.5,30,0.0,75.0,0,0,375.5
10682/66,10682,66,17.0,4,0.0,68.0,0,0,375.5
10682/75,10682,75,7.75,30,0.0,232.5,0,0,375.5
10683/52,10683,52,7.0,9,0.0,63.0,0,0,63.0
10684/40,10684,40,18.4,20,0.0,368.0,0,0,1768.0
10684/47,10684,47,9.5,40,0.0,380.0,0,0,1768.0
10684/60,10684,60,34.0,30,0.0,1020.0,0,0,1768.0
10685/10,10685,10,31.0,20,0.0,620.0,0,0,801.1
10685/41,10685,41,9.65,4,0.0,38.6,0,0,801.1
10685/47,10685,47,9.5,15,0.0,142.5,0,0,801.1
10686/17,10686,17,39.0,30,0.2,936.0000000000001,1,1,1404.45
10686/26,10686,26,31.23,15,0.0,468.45,0,1,1404.45
10687/9,10687,9,97.0,50,0.25,3637.5,1,1,4960.9
10687/29,10687,29,123.79,10,0.0,1237.9,0,1,4960.9
10687/36,10687,36,19.0,6,0.25,85.5,1,1,4960.9
10688/10,10688,10,31.0,18,0.1,502.20000000000005,1,1,3160.6000000000004
10688/28,10688,28,45.6,60,0.1,2462.4,1,1,3160.6000000000004
10688/34,10688,34,14.0,14,0.0,196.0,0,1,3160.6000000000004
10689/1,10689,1,18.0,35,0.25,472.5,1,1,472.5
10690/56,10690,56,38.0,20,0.25,570.0,1,1,862.5
10690/77,10690,77,13.0,30,0.25,292.5,1,1,862.5
10691/1,10691,1,18.0,30,0.0,540.0,0,0,10164.8
10691/29,10691,29,123.79,40,0.0,4951.6,0,0,10164.8
10691/43,10691,43,46.0,40,0.0,1840.0,0,0,10164.8
10691/44,10691,44,19.45,24,0.0,466.79999999999995,0,0,10164.8
10691/62,10691,62,49.3,48,0.0,2366.3999999999996,0,0,10164.8
10692/63,10692,63,43.9,20,0.0,878.0,0,0,878.0
10693/9,10693,9,97.0,6,0.0,582.0,0,1,2071.2
10693/54,10693,54,7.45,60,0.15,379.95,1,1,2071.2
10693/69,10693,69,36.0,30,0.15,917.9999999999999,1,1,2071.2
10693/73,10693,73,15.0,15,0.15,191.25,1,1,2071.2
10694/7,10694,7,30.0,90,0.0,2700.0,0,0,4825.0
10694/59,10694,59,55.0,25,0.0,1375.0,0,0,4825.0
10694/70,10694,70,15.0,50,0.0,750.0,0,0,4825.0
10695/8,10695,8,40.0,10,0.0,400.0,0,0,642.0
10695/12,10695,12,38.0,4,0.0,152.0,0,0,642.0
10695/24,10695,24,4.5,20,0.0,90.0,0,0,642.0
10696/17,10696,17,39.0,20,0.0,780.0,0,0,996.0
10696/46,10696,46,12.0,18,0.0,216.0,0,0,996.0
10697/19,10697,19,9.2,7,0.25,48.3,1,1,805.425
10697/35,10697,35,18.0,9,0.25,121.5,1,1,805.425
10697/58,10697,58,13.25,30,0.25,298.125,1,1,805.425
10697/70,10697,70,15.0,30,0.25,337.5,1,1,805.425
10698/11,10698,11,21.0,15,0.0,315.0,0,1,3436.4434999999994
10698/17,10698,17,39.0,8,0.05,296.4,1,1,3436.4434999999994
10698/29,10698,29,123.79,12,0.05,1411.206,1,1,3436.4434999999994
10698/65,10698,65,21.05,65,0.05,1299.8374999999999,1,1,3436.4434999999994
10698/70,10698,70,15.0,8,0.05,114.0,1,1,3436.4434999999994
10699/47,10699,47,9.5,12,0.0,114.0,0,0,114.0
10700/1,10700,1,18.0,5,0.2,72.0,1,1,1638.4
10700/34,10700,34,14.0,12,0.2,134.4,1,1,1638.4
10700/68,10700,68,12.5,40,0.2,400.0,1,1,1638.4
10700/71,10700,71,21.5,60,0.2,1032.0,1,1,1638.4
10701/59,10701,59,55.0,42,0.15,1963.5,1,1,2864.5
10701/71,10701,71,21.5,20,0.15,365.5,1,1,2864.5
10701/76,10701,76,18.0,35,0.15,535.5,1,1,2864.5
10702/3,10702,3,10.0,6,0.0,60.0,0,0,330.0
10702/76,10702,76,18.0,15,0.0,270.0,0,0,330.0
10703/2,10703,2,19.0,5,0.0,95.0,0,0,2545.0
10703/59,10703,59,55.0,35,0.0,1925.0,0,0,2545.0
10703/73,10703,73,15.0,35,0.0,525.0,0,0,2545.0
10704/4,10704,4,22.0,6,0.0,132.0,0,0,595.5
10704/24,10704,24,4.5,35,0.0,157.5,0,0,595.5
10704/48,10704,48,12.75,24,0.0,306.0,0,0,595.5
10705/31,10705,31,12.5,20,0.0,250.0,0,0,378.0
10705/32,10705,32,32.0,4,0.0,128.0,0,0,378.0
10706/16,10706,16,17.45,20,0.0,349.0,0,0,1893.0
10706/43,10706,43,46.0,24,0.0,1104.0,0,0,1893.0
10706/59,10706,59,55.0,8,0.0,440.0,0,0,1893.0
10707/55,10707,55,24.0,21,0.0,504.0,0,1,1641.0
10707/57,10707,57,19.5,40,0.0,780.0,0,1,1641.0
10707/70,10707,70,15.0,28,0.15,357.0,1,1,1641.0
10708/5,10708,5,21.35,4,0.0,85.4,0,0,180.4
10708/36,10708,36,19.0,5,0.0,95.0,0,0,180.4
10709/8,10709,8,40.0,40,0.0,1600.0,0,0,3424.0
10709/51,10709,51,53.0,28,0.0,1484.0,0,0,3424.0
10709/60,10709,60,34.0,10,0.0,340.0,0,0,3424.0
10710/19,10710,19,9.2,5,0.0,46.0,0,0,93.5
10710/47,10710,47,9.5,5,0.0,47.5,0,0,93.5
10711/19,10711,19,9.2,12,0.0,110.39999999999999,0,0,4451.7
10711/41,10711,41,9.65,42,0.0,405.3,0,0,4451.7
