SalesPrice,Customer Id,Discount,Employee Id,F1,Freight,Id (Order.csv),Id,Number of Records,Order Date,Order Id,Product Id,Quantity,Required Date,Ship Address,Ship City,Ship Country,Ship Name,Ship Postal Code,Ship Region,Ship Via,Shipped Date,Unit Price
26.35,FURIB,0.15,1,1093,1.27,10664,10664/10,1,9/10/2013,10664,10,24,10/8/2013,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,3,9/19/2013,31
32.3,FURIB,0.15,1,1094,1.27,10664,10664/56,1,9/10/2013,10664,56,12,10/8/2013,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,3,9/19/2013,38
17.8925,FURIB,0.15,1,1095,1.27,10664,10664/65,1,9/10/2013,10664,65,15,10/8/2013,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,Southern Europe,3,9/19/2013,21.05
53,LONEP,0,1,1096,26.31,10665,10665/51,1,9/11/2013,10665,51,20,10/9/2013,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,2,9/17/2013,53
55,LONEP,0,1,1097,26.31,10665,10665/59,1,9/11/2013,10665,59,1,10/9/2013,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,2,9/17/2013,55
18,LONEP,0,1,1098,26.31,10665,10665/76,1,9/11/2013,10665,76,10,10/9/2013,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,North America,2,9/17/2013,18
123.79,RICSU,0,7,1099,232.42,10666,10666/29,1,9/12/2013,10666,29,36,10/10/2013,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,2,9/22/2013,123.79
21.05,RICSU,0,7,1100,232.42,10666,10666/65,1,9/12/2013,10666,65,10,10/10/2013,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,Western Europe,2,9/22/2013,21.05
28.8,ERNSH,0.2,7,1101,78.09,10667,10667/69,1,9/12/2013,10667,69,45,10/10/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,1,9/19/2013,36
17.2,ERNSH,0.2,7,1102,78.09,10667,10667/71,1,9/12/2013,10667,71,14,10/10/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,1,9/19/2013,21.5
11.25,WANDK,0.1,1,1103,47.22,10668,10668/31,1,9/15/2013,10668,31,8,10/13/2013,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,2,9/23/2013,12.5
21.6,WANDK,0.1,1,1104,47.22,10668,10668/55,1,9/15/2013,10668,55,4,10/13/2013,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,2,9/23/2013,24
29.925,WANDK,0.1,1,1105,47.22,10668,10668/64,1,9/15/2013,10668,64,15,10/13/2013,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,Western Europe,2,9/23/2013,33.25
19,SIMOB,0,2,1106,24.39,10669,10669/36,1,9/15/2013,10669,36,30,10/13/2013,Vinbæltet 34,Kobenhavn,Denmark,Simons bistro,1734,Northern Europe,1,9/22/2013,19
9,FRANK,0,4,1107,203.48,10670,10670/23,1,9/16/2013,10670,23,32,10/14/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,1,9/18/2013,9
12,FRANK,0,4,1108,203.48,10670,10670/46,1,9/16/2013,10670,46,60,10/14/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,1,9/18/2013,12
14,FRANK,0,4,1109,203.48,10670,10670/67,1,9/16/2013,10670,67,25,10/14/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,1,9/18/2013,14
15,FRANK,0,4,1110,203.48,10670,10670/73,1,9/16/2013,10670,73,50,10/14/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,1,9/18/2013,15
7.75,FRANK,0,4,1111,203.48,10670,10670/75,1,9/16/2013,10670,75,25,10/14/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,1,9/18/2013,7.75
17.45,FRANR,0,1,1112,30.34,10671,10671/16,1,9/17/2013,10671,16,10,10/15/2013,"54, rue Royale",Nantes,France,France restauration,44000,Western Europe,1,9/24/2013,17.45
49.3,FRANR,0,1,1113,30.34,10671,10671/62,1,9/17/2013,10671,62,10,10/15/2013,"54, rue Royale",Nantes,France,France restauration,44000,Western Europe,1,9/24/2013,49.3
21.05,FRANR,0,1,1114,30.34,10671,10671/65,1,9/17/2013,10671,65,12,10/15/2013,"54, rue Royale",Nantes,France,France restauration,44000,Western Europe,1,9/24/2013,21.05
237.15,BERGS,0.1,9,1115,95.75,10672,10672/38,1,9/17/2013,10672,38,15,10/1/2013,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,Northern Europe,2,9/26/2013,263.5
21.5,BERGS,0,9,1116,95.75,10672,10672/71,1,9/17/2013,10672,71,12,10/1/2013,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,Northern Europe,2,9/26/2013,21.5
17.45,WILMK,0,2,1117,22.76,10673,10673/16,1,9/18/2013,10673,16,3,10/16/2013,Keskuskatu 45,Helsinki,Finland,Wilman Kala,21240,Scandinavia,1,9/19/2013,17.45
14,WILMK,0,2,1118,22.76,10673,10673/42,1,9/18/2013,10673,42,6,10/16/2013,Keskuskatu 45,Helsinki,Finland,Wilman Kala,21240,Scandinavia,1,9/19/2013,14
46,WILMK,0,2,1119,22.76,10673,10673/43,1,9/18/2013,10673,43,6,10/16/2013,Keskuskatu 45,Helsinki,Finland,Wilman Kala,21240,Scandinavia,1,9/19/2013,46
9,ISLAT,0,4,1120,0.9,10674,10674/23,1,9/18/2013,10674,23,5,10/16/2013,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,British Isles,2,9/30/2013,9
23.25,FRANK,0,5,1121,31.85,10675,10675/14,1,9/19/2013,10675,14,30,10/17/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,2,9/23/2013,23.25
32.8,FRANK,0,5,1122,31.85,10675,10675/53,1,9/19/2013,10675,53,10,10/17/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,2,9/23/2013,32.8
13.25,FRANK,0,5,1123,31.85,10675,10675/58,1,9/19/2013,10675,58,30,10/17/2013,Berliner Platz 43,München,Germany,Frankenversand,80805,Western Europe,2,9/23/2013,13.25
31,TORTU,0,2,1124,2.01,10676,10676/10,1,9/22/2013,10676,10,2,10/20/2013,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,2,9/29/2013,31
9.2,TORTU,0,2,1125,2.01,10676,10676/19,1,9/22/2013,10676,19,7,10/20/2013,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,2,9/29/2013,9.2
19.45,TORTU,0,2,1126,2.01,10676,10676/44,1,9/22/2013,10676,44,21,10/20/2013,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,Central America,2,9/29/2013,19.45
26.5455,ANTO,0.15,1,1127,4.03,10677,10677/26,1,9/22/2013,10677,26,30,10/20/2013,Mataderos  2312,México D.F.,Mexico,Antonio Moreno Taquería,05023,Central America,3,9/26/2013,31.23
2.125,ANTO,0.15,1,1128,4.03,10677,10677/33,1,9/22/2013,10677,33,8,10/20/2013,Mataderos  2312,México D.F.,Mexico,Antonio Moreno Taquería,05023,Central America,3,9/26/2013,2.5
38,SAVEA,0,7,1129,388.98,10678,10678/12,1,9/23/2013,10678,12,100,10/21/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,10/16/2013,38
2.5,SAVEA,0,7,1130,388.98,10678,10678/33,1,9/23/2013,10678,33,30,10/21/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,10/16/2013,2.5
9.65,SAVEA,0,7,1131,388.98,10678,10678/41,1,9/23/2013,10678,41,120,10/21/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,10/16/2013,9.65
7.45,SAVEA,0,7,1132,388.98,10678,10678/54,1,9/23/2013,10678,54,30,10/21/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,3,10/16/2013,7.45
55,BLONP,0,8,1133,27.94,10679,10679/59,1,9/23/2013,10679,59,12,10/21/2013,"24, place Kléber",Strasbourg,France,Blondel père et fils,67000,Western Europe,3,9/30/2013,55
13.0875,OLDWO,0.25,1,1134,26.61,10680,10680/16,1,9/24/2013,10680,16,50,10/22/2013,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,1,9/26/2013,17.45
9.375,OLDWO,0.25,1,1135,26.61,10680,10680/31,1,9/24/2013,10680,31,20,10/22/2013,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,1,9/26/2013,12.5
10.5,OLDWO,0.25,1,1136,26.61,10680,10680/42,1,9/24/2013,10680,42,40,10/22/2013,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,1,9/26/2013,14
8.28,GREAL,0.1,3,1137,76.13,10681,10681/19,1,9/25/2013,10681,19,30,10/23/2013,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,North America,3,9/30/2013,9.2
9,GREAL,0.1,3,1138,76.13,10681,10681/21,1,9/25/2013,10681,21,12,10/23/2013,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,North America,3,9/30/2013,10
33.25,GREAL,0,3,1139,76.13,10681,10681/64,1,9/25/2013,10681,64,28,10/23/2013,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,North America,3,9/30/2013,33.25
2.5,ANTO,0,3,1140,36.13,10682,10682/33,1,9/25/2013,10682,33,30,10/23/2013,Mataderos  2312,México D.F.,Mexico,Antonio Moreno Taquería,05023,Central America,2,10/1/2013,2.5
17,ANTO,0,3,1141,36.13,10682,10682/66,1,9/25/2013,10682,66,4,10/23/2013,Mataderos  2312,México D.F.,Mexico,Antonio Moreno Taquería,05023,Central America,2,10/1/2013,17
7.75,ANTO,0,3,1142,36.13,10682,10682/75,1,9/25/2013,10682,75,30,10/23/2013,Mataderos  2312,México D.F.,Mexico,Antonio Moreno Taquería,05023,Central America,2,10/1/2013,7.75
7,DUMO,0,2,1143,4.4,10683,10683/52,1,9/26/2013,10683,52,9,10/24/2013,"67, rue des Cinquante Otages",Nantes,France,Du monde entier,44000,Western Europe,1,10/1/2013,7
18.4,OTTIK,0,3,1144,145.63,10684,10684/40,1,9/26/2013,10684,40,20,10/24/2013,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,1,9/30/2013,18.4
9.5,OTTIK,0,3,1145,145.63,10684,10684/47,1,9/26/2013,10684,47,40,10/24/2013,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,1,9/30/2013,9.5
34,OTTIK,0,3,1146,145.63,10684,10684/60,1,9/26/2013,10684,60,30,10/24/2013,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,Western Europe,1,9/30/2013,34
31,GOURL,0,4,1147,33.75,10685,10685/10,1,9/29/2013,10685,10,20,10/13/2013,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,2,10/3/2013,31
9.65,GOURL,0,4,1148,33.75,10685,10685/41,1,9/29/2013,10685,41,4,10/13/2013,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,2,10/3/2013,9.65
9.5,GOURL,0,4,1149,33.75,10685,10685/47,1,9/29/2013,10685,47,15,10/13/2013,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,2,10/3/2013,9.5
31.2,PICCO,0.2,2,1150,96.5,10686,10686/17,1,9/30/2013,10686,17,30,10/28/2013,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,1,10/8/2013,39
31.23,PICCO,0,2,1151,96.5,10686,10686/26,1,9/30/2013,10686,26,15,10/28/2013,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,Western Europe,1,10/8/2013,31.23
72.75,HUNGO,0.25,9,1152,296.43,10687,10687/9,1,9/30/2013,10687,9,50,10/28/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,10/30/2013,97
123.79,HUNGO,0,9,1153,296.43,10687,10687/29,1,9/30/2013,10687,29,10,10/28/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,10/30/2013,123.79
14.25,HUNGO,0.25,9,1154,296.43,10687,10687/36,1,9/30/2013,10687,36,6,10/28/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,2,10/30/2013,19
27.9,VAFFE,0.1,4,1155,299.09,10688,10688/10,1,10/1/2013,10688,10,18,10/15/2013,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,Northern Europe,2,10/7/2013,31
41.04,VAFFE,0.1,4,1156,299.09,10688,10688/28,1,10/1/2013,10688,28,60,10/15/2013,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,Northern Europe,2,10/7/2013,45.6
14,VAFFE,0,4,1157,299.09,10688,10688/34,1,10/1/2013,10688,34,14,10/15/2013,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,Northern Europe,2,10/7/2013,14
13.5,BERGS,0.25,1,1158,13.42,10689,10689/1,1,10/1/2013,10689,1,35,10/29/2013,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,Northern Europe,2,10/7/2013,18
28.5,HANAR,0.25,1,1159,15.8,10690,10690/56,1,10/2/2013,10690,56,20,10/30/2013,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,South America,1,10/3/2013,38
9.75,HANAR,0.25,1,1160,15.8,10690,10690/77,1,10/2/2013,10690,77,30,10/30/2013,"Rua do Paço, 67",Rio de Janeiro,Brazil,Hanari Carnes,05454-876,South America,1,10/3/2013,13
18,QUICK,0,2,1161,810.05,10691,10691/1,1,10/3/2013,10691,1,30,11/14/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,2,10/22/2013,18
123.79,QUICK,0,2,1162,810.05,10691,10691/29,1,10/3/2013,10691,29,40,11/14/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,2,10/22/2013,123.79
46,QUICK,0,2,1163,810.05,10691,10691/43,1,10/3/2013,10691,43,40,11/14/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,2,10/22/2013,46
19.45,QUICK,0,2,1164,810.05,10691,10691/44,1,10/3/2013,10691,44,24,11/14/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,2,10/22/2013,19.45
49.3,QUICK,0,2,1165,810.05,10691,10691/62,1,10/3/2013,10691,62,48,11/14/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,2,10/22/2013,49.3
43.9,ALFKI,0,4,1166,61.02,10692,10692/63,1,10/3/2013,10692,63,20,10/31/2013,Obere Str. 57,Berlin,Germany,Alfred's Futterkiste,12209,Western Europe,2,10/13/2013,43.9
97,WHITC,0,3,1167,139.34,10693,10693/9,1,10/6/2013,10693,9,6,10/20/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,10/10/2013,97
6.3325,WHITC,0.15,3,1168,139.34,10693,10693/54,1,10/6/2013,10693,54,60,10/20/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,10/10/2013,7.45
30.6,WHITC,0.15,3,1169,139.34,10693,10693/69,1,10/6/2013,10693,69,30,10/20/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,10/10/2013,36
12.75,WHITC,0.15,3,1170,139.34,10693,10693/73,1,10/6/2013,10693,73,15,10/20/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,10/10/2013,15
30,QUICK,0,8,1171,398.36,10694,10694/7,1,10/6/2013,10694,7,90,11/3/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,3,10/9/2013,30
55,QUICK,0,8,1172,398.36,10694,10694/59,1,10/6/2013,10694,59,25,11/3/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,3,10/9/2013,55
15,QUICK,0,8,1173,398.36,10694,10694/70,1,10/6/2013,10694,70,50,11/3/2013,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,Western Europe,3,10/9/2013,15
40,WILMK,0,7,1174,16.72,10695,10695/8,1,10/7/2013,10695,8,10,11/18/2013,Keskuskatu 45,Helsinki,Finland,Wilman Kala,21240,Scandinavia,1,10/14/2013,40
38,WILMK,0,7,1175,16.72,10695,10695/12,1,10/7/2013,10695,12,4,11/18/2013,Keskuskatu 45,Helsinki,Finland,Wilman Kala,21240,Scandinavia,1,10/14/2013,38
4.5,WILMK,0,7,1176,16.72,10695,10695/24,1,10/7/2013,10695,24,20,11/18/2013,Keskuskatu 45,Helsinki,Finland,Wilman Kala,21240,Scandinavia,1,10/14/2013,4.5
39,WHITC,0,8,1177,102.55,10696,10696/17,1,10/8/2013,10696,17,20,11/19/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,10/14/2013,39
12,WHITC,0,8,1178,102.55,10696,10696/46,1,10/8/2013,10696,46,18,11/19/2013,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,North America,3,10/14/2013,12
6.9,LINOD,0.25,3,1179,45.52,10697,10697/19,1,10/8/2013,10697,19,7,11/5/2013,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,1,10/14/2013,9.2
13.5,LINOD,0.25,3,1180,45.52,10697,10697/35,1,10/8/2013,10697,35,9,11/5/2013,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,1,10/14/2013,18
9.9375,LINOD,0.25,3,1181,45.52,10697,10697/58,1,10/8/2013,10697,58,30,11/5/2013,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,1,10/14/2013,13.25
11.25,LINOD,0.25,3,1182,45.52,10697,10697/70,1,10/8/2013,10697,70,30,11/5/2013,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,South America,1,10/14/2013,15
21,ERNSH,0,4,1183,272.47,10698,10698/11,1,10/9/2013,10698,11,15,11/6/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,1,10/17/2013,21
37.05,ERNSH,0.05,4,1184,272.47,10698,10698/17,1,10/9/2013,10698,17,8,11/6/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,1,10/17/2013,39
117.6005,ERNSH,0.05,4,1185,272.47,10698,10698/29,1,10/9/2013,10698,29,12,11/6/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,1,10/17/2013,123.79
19.9975,ERNSH,0.05,4,1186,272.47,10698,10698/65,1,10/9/2013,10698,65,65,11/6/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,1,10/17/2013,21.05
14.25,ERNSH,0.05,4,1187,272.47,10698,10698/70,1,10/9/2013,10698,70,8,11/6/2013,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,Western Europe,1,10/17/2013,15
9.5,MORGK,0,3,1188,0.58,10699,10699/47,1,10/9/2013,10699,47,12,11/6/2013,Heerstr. 22,Leipzig,Germany,Morgenstern Gesundkost,04179,Western Europe,3,10/13/2013,9.5
14.4,SAVEA,0.2,3,1189,65.1,10700,10700/1,1,10/10/2013,10700,1,5,11/7/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/16/2013,18
11.2,SAVEA,0.2,3,1190,65.1,10700,10700/34,1,10/10/2013,10700,34,12,11/7/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/16/2013,14
10,SAVEA,0.2,3,1191,65.1,10700,10700/68,1,10/10/2013,10700,68,40,11/7/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/16/2013,12.5
17.2,SAVEA,0.2,3,1192,65.1,10700,10700/71,1,10/10/2013,10700,71,60,11/7/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/16/2013,21.5
46.75,HUNGO,0.15,6,1193,220.31,10701,10701/59,1,10/13/2013,10701,59,42,10/27/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,3,10/15/2013,55
18.275,HUNGO,0.15,6,1194,220.31,10701,10701/71,1,10/13/2013,10701,71,20,10/27/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,3,10/15/2013,21.5
15.3,HUNGO,0.15,6,1195,220.31,10701,10701/76,1,10/13/2013,10701,76,35,10/27/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,3,10/15/2013,18
10,ALFKI,0,4,1196,23.94,10702,10702/3,1,10/13/2013,10702,3,6,11/24/2013,Obere Str. 57,Berlin,Germany,Alfred's Futterkiste,12209,Western Europe,1,10/21/2013,10
18,ALFKI,0,4,1197,23.94,10702,10702/76,1,10/13/2013,10702,76,15,11/24/2013,Obere Str. 57,Berlin,Germany,Alfred's Futterkiste,12209,Western Europe,1,10/21/2013,18
19,FOLKO,0,6,1198,152.3,10703,10703/2,1,10/14/2013,10703,2,5,11/11/2013,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,2,10/20/2013,19
55,FOLKO,0,6,1199,152.3,10703,10703/59,1,10/14/2013,10703,59,35,11/11/2013,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,2,10/20/2013,55
15,FOLKO,0,6,1200,152.3,10703,10703/73,1,10/14/2013,10703,73,35,11/11/2013,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,Northern Europe,2,10/20/2013,15
22,QUEE,0,6,1201,4.78,10704,10704/4,1,10/14/2013,10704,4,6,11/11/2013,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,1,11/7/2013,22
4.5,QUEE,0,6,1202,4.78,10704,10704/24,1,10/14/2013,10704,24,35,11/11/2013,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,1,11/7/2013,4.5
12.75,QUEE,0,6,1203,4.78,10704,10704/48,1,10/14/2013,10704,48,24,11/11/2013,"Alameda dos Canàrios, 891",Sao Paulo,Brazil,Queen Cozinha,05487-020,South America,1,11/7/2013,12.75
12.5,HILAA,0,9,1204,3.52,10705,10705/31,1,10/15/2013,10705,31,20,11/12/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,11/18/2013,12.5
32,HILAA,0,9,1205,3.52,10705,10705/32,1,10/15/2013,10705,32,4,11/12/2013,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,South America,2,11/18/2013,32
17.45,OLDWO,0,8,1206,135.63,10706,10706/16,1,10/16/2013,10706,16,20,11/13/2013,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,3,10/21/2013,17.45
46,OLDWO,0,8,1207,135.63,10706,10706/43,1,10/16/2013,10706,43,24,11/13/2013,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,3,10/21/2013,46
55,OLDWO,0,8,1208,135.63,10706,10706/59,1,10/16/2013,10706,59,8,11/13/2013,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,North America,3,10/21/2013,55
24,AROUT,0,4,1209,21.74,10707,10707/55,1,10/16/2013,10707,55,21,10/30/2013,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,3,10/23/2013,24
19.5,AROUT,0,4,1210,21.74,10707,10707/57,1,10/16/2013,10707,57,40,10/30/2013,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,3,10/23/2013,19.5
12.75,AROUT,0.15,4,1211,21.74,10707,10707/70,1,10/16/2013,10707,70,28,10/30/2013,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,British Isles,3,10/23/2013,15
21.35,THEBI,0,6,1212,2.96,10708,10708/5,1,10/17/2013,10708,5,4,11/28/2013,89 Jefferson Way Suite 2,Portland,USA,The Big Cheese,97201,North America,2,11/5/2013,21.35
19,THEBI,0,6,1213,2.96,10708,10708/36,1,10/17/2013,10708,36,5,11/28/2013,89 Jefferson Way Suite 2,Portland,USA,The Big Cheese,97201,North America,2,11/5/2013,19
40,GOURL,0,1,1214,210.8,10709,10709/8,1,10/17/2013,10709,8,40,11/14/2013,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,3,11/20/2013,40
53,GOURL,0,1,1215,210.8,10709,10709/51,1,10/17/2013,10709,51,28,11/14/2013,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,3,11/20/2013,53
34,GOURL,0,1,1216,210.8,10709,10709/60,1,10/17/2013,10709,60,10,11/14/2013,"Av. Brasil, 442",Campinas,Brazil,Gourmet Lanchonetes,04876-786,South America,3,11/20/2013,34
9.2,FRANS,0,1,1217,4.98,10710,10710/19,1,10/20/2013,10710,19,5,11/17/2013,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,Southern Europe,1,10/23/2013,9.2
9.5,FRANS,0,1,1218,4.98,10710,10710/47,1,10/20/2013,10710,47,5,11/17/2013,Via Monte Bianco 34,Torino,Italy,Franchi S.p.A.,10100,Southern Europe,1,10/23/2013,9.5
9.2,SAVEA,0,5,1219,52.41,10711,10711/19,1,10/21/2013,10711,19,12,12/2/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,10/29/2013,9.2
9.65,SAVEA,0,5,1220,52.41,10711,10711/41,1,10/21/2013,10711,41,42,12/2/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,10/29/2013,9.65
32.8,SAVEA,0,5,1221,52.41,10711,10711/53,1,10/21/2013,10711,53,120,12/2/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,2,10/29/2013,32.8
31.16,HUNGO,0.05,3,1222,89.93,10712,10712/53,1,10/21/2013,10712,53,3,11/18/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,1,10/31/2013,32.8
38,HUNGO,0,3,1223,89.93,10712,10712/56,1,10/21/2013,10712,56,30,11/18/2013,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,British Isles,1,10/31/2013,38
31,SAVEA,0,1,1224,167.05,10713,10713/10,1,10/22/2013,10713,10,18,11/19/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/24/2013,31
31.23,SAVEA,0,1,1225,167.05,10713,10713/26,1,10/22/2013,10713,26,30,11/19/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/24/2013,31.23
9.5,SAVEA,0,1,1226,167.05,10713,10713/45,1,10/22/2013,10713,45,110,11/19/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/24/2013,9.5
12,SAVEA,0,1,1227,167.05,10713,10713/46,1,10/22/2013,10713,46,24,11/19/2013,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,North America,1,10/24/2013,12
